Date,netflows,srcport
1-May-12 14:00:00,431
1-May-12 14:10:00,432
1-May-12 14:20:00,433
1-May-12 14:30:00,434
1-May-12 14:40:00,435
1-May-12 14:50:00,436
1-May-12 15:00:00,437
1-May-12 15:10:00,438
1-May-12 15:20:00,439
1-May-12 15:20:00,440
1-May-12 15:30:00,441
1-May-12 15:40:00,442
1-May-12 15:50:00,443
1-May-12 16:00:00,444
1-May-12 16:10:00,445
1-May-12 16:20:00,446
1-May-12 16:30:00,447
1-May-12 16:40:00,448
1-May-12 16:50:00,449
1-May-12 17:00:00,450
1-May-12 17:10:00,451
1-May-12 17:20:00,452
1-May-12 17:30:00,453
1-May-12 17:40:00,454
