day	hour	value	ip	port
1	1	525	129.432.123.3	80
2	1	470	129.432.123.3	8080
3	1	946	129.432.123.3	8000
4	1	617	129.432.123.3	7000
5	1	381	129.432.123.3	9000
6	1	407	129.432.123.3	8888
7	1	716	129.432.123.3	80
1	2	281	129.987.123.422	80
2	2	463	129.987.123.422	8080
3	2	5	129.987.123.422	8000
4	2	380	129.987.123.422	7000
5	2	413	129.987.123.422	9000
6	2	867	129.987.123.422	8888
7	2	449	129.987.123.422	80
1	3	995	987.654.432.123	80
2	3	458	987.654.432.123	8080
3	3	518	987.654.432.123	8000
4	3	604	987.654.432.123	7000
5	3	568	987.654.432.123	9000
6	3	400	987.654.432.123	8888
7	3	942	987.654.432.123	80
1	4	264	456.423.0.124	80
2	4	334	456.423.0.124	8080
3	4	269	456.423.0.124	8000
4	4	771	456.423.0.124	7000
5	4	39	456.423.0.124	9000
6	4	636	456.423.0.124	8888
7	4	927	456.423.0.124	80
1	5	168	126.674.234.543	80
2	5	751	126.674.234.543	8080
3	5	53	126.674.234.543	8000
4	5	783	126.674.234.543	7000
5	5	35	126.674.234.543	9000
6	5	684	126.674.234.543	8888
7	5	547	126.674.234.543	80
1	6	223	129.432.123.3	80
2	6	175	129.432.123.3	8080
3	6	584	129.432.123.3	8000
4	6	222	129.432.123.3	7000
5	6	397	129.432.123.3	9000
6	6	842	129.432.123.3	8888
7	6	843	129.432.123.3	80
1	7	472	129.987.123.422	80
2	7	697	129.987.123.422	8080
3	7	437	129.987.123.422	8000
4	7	899	129.987.123.422	7000
5	7	365	129.987.123.422	9000
6	7	181	129.987.123.422	8888
7	7	243	129.987.123.422	80
1	8	531	987.654.432.123	80
2	8	525	987.654.432.123	8080
3	8	222	987.654.432.123	8000
4	8	117	987.654.432.123	7000
5	8	902	987.654.432.123	9000
6	8	423	987.654.432.123	8888
7	8	711	987.654.432.123	80
1	9	186	456.423.0.124	80
2	9	689	456.423.0.124	8080
3	9	608	456.423.0.124	8000
4	9	554	456.423.0.124	7000
5	9	839	456.423.0.124	9000
6	9	294	456.423.0.124	8888
7	9	356	456.423.0.124	80
1	10	101	126.674.234.543	80
2	10	287	126.674.234.543	8080
3	10	530	126.674.234.543	8000
4	10	537	126.674.234.543	7000
5	10	864	126.674.234.543	9000
6	10	337	126.674.234.543	8888
7	10	841	126.674.234.543	80
1	11	18	129.432.123.3	80
2	11	47	129.432.123.3	8080
3	11	131	129.432.123.3	8000
4	11	481	129.432.123.3	7000
5	11	204	129.432.123.3	9000
6	11	101	129.432.123.3	8888
7	11	877	129.432.123.3	80
1	12	921	129.987.123.422	80
2	12	392	129.987.123.422	8080
3	12	472	129.987.123.422	8000
4	12	90	129.987.123.422	7000
5	12	245	129.987.123.422	9000
6	12	920	129.987.123.422	8888
7	12	600	129.987.123.422	80
1	13	520	987.654.432.123	80
2	13	189	987.654.432.123	8080
3	13	876	987.654.432.123	8000
4	13	873	987.654.432.123	7000
5	13	275	987.654.432.123	9000
6	13	799	987.654.432.123	8888
7	13	782	987.654.432.123	80
1	14	766	456.423.0.124	80
2	14	525	456.423.0.124	8080
3	14	490	456.423.0.124	8000
4	14	281	456.423.0.124	7000
5	14	645	456.423.0.124	9000
6	14	271	456.423.0.124	8888
7	14	103	456.423.0.124	80
1	15	361	126.674.234.543	80
2	15	885	126.674.234.543	8080
3	15	965	126.674.234.543	8000
4	15	986	126.674.234.543	7000
5	15	771	126.674.234.543	9000
6	15	837	126.674.234.543	8888
7	15	98	126.674.234.543	80
