day	hour	value	ip	port
1	1	139	129.432.123.3	80
2	1	566	129.432.123.3	8080
3	1	676	129.432.123.3	8000
4	1	369	129.432.123.3	7000
5	1	886	129.432.123.3	9000
6	1	606	129.432.123.3	8888
7	1	214	129.432.123.3	80
1	2	200	129.987.123.422	80
2	2	240	129.987.123.422	8080
3	2	579	129.987.123.422	8000
4	2	476	129.987.123.422	7000
5	2	146	129.987.123.422	9000
6	2	491	129.987.123.422	8888
7	2	561	129.987.123.422	80
1	3	514	987.654.432.123	80
2	3	330	987.654.432.123	8080
3	3	258	987.654.432.123	8000
4	3	15	987.654.432.123	7000
5	3	10	987.654.432.123	9000
6	3	18	987.654.432.123	8888
7	3	385	987.654.432.123	80
1	4	935	456.423.0.124	80
2	4	378	456.423.0.124	8080
3	4	674	456.423.0.124	8000
4	4	572	456.423.0.124	7000
5	4	442	456.423.0.124	9000
6	4	231	456.423.0.124	8888
7	4	529	456.423.0.124	80
1	5	181	126.674.234.543	80
2	5	361	126.674.234.543	8080
3	5	905	126.674.234.543	8000
4	5	258	126.674.234.543	7000
5	5	147	126.674.234.543	9000
6	5	625	126.674.234.543	8888
7	5	988	126.674.234.543	80
1	6	285	129.432.123.3	80
2	6	57	129.432.123.3	8080
3	6	222	129.432.123.3	8000
4	6	131	129.432.123.3	7000
5	6	213	129.432.123.3	9000
6	6	201	129.432.123.3	8888
7	6	749	129.432.123.3	80
1	7	292	129.987.123.422	80
2	7	985	129.987.123.422	8080
3	7	772	129.987.123.422	8000
4	7	839	129.987.123.422	7000
5	7	866	129.987.123.422	9000
6	7	955	129.987.123.422	8888
7	7	793	129.987.123.422	80
1	8	239	987.654.432.123	80
2	8	395	987.654.432.123	8080
3	8	381	987.654.432.123	8000
4	8	941	987.654.432.123	7000
5	8	562	987.654.432.123	9000
6	8	10	987.654.432.123	8888
7	8	918	987.654.432.123	80
1	9	338	456.423.0.124	80
2	9	320	456.423.0.124	8080
3	9	383	456.423.0.124	8000
4	9	371	456.423.0.124	7000
5	9	649	456.423.0.124	9000
6	9	334	456.423.0.124	8888
7	9	241	456.423.0.124	80
1	10	784	126.674.234.543	80
2	10	549	126.674.234.543	8080
3	10	361	126.674.234.543	8000
4	10	506	126.674.234.543	7000
5	10	847	126.674.234.543	9000
6	10	353	126.674.234.543	8888
7	10	505	126.674.234.543	80
1	11	135	129.432.123.3	80
2	11	549	129.432.123.3	8080
3	11	10	129.432.123.3	8000
4	11	496	129.432.123.3	7000
5	11	233	129.432.123.3	9000
6	11	355	129.432.123.3	8888
7	11	485	129.432.123.3	80
1	12	327	129.987.123.422	80
2	12	77	129.987.123.422	8080
3	12	58	129.987.123.422	8000
4	12	386	129.987.123.422	7000
5	12	627	129.987.123.422	9000
6	12	183	129.987.123.422	8888
7	12	13	129.987.123.422	80
1	13	303	987.654.432.123	80
2	13	239	987.654.432.123	8080
3	13	694	987.654.432.123	8000
4	13	314	987.654.432.123	7000
5	13	97	987.654.432.123	9000
6	13	595	987.654.432.123	8888
7	13	765	987.654.432.123	80
1	14	145	456.423.0.124	80
2	14	865	456.423.0.124	8080
3	14	587	456.423.0.124	8000
4	14	856	456.423.0.124	7000
5	14	899	456.423.0.124	9000
6	14	389	456.423.0.124	8888
7	14	910	456.423.0.124	80
1	15	773	126.674.234.543	80
2	15	187	126.674.234.543	8080
3	15	940	126.674.234.543	8000
4	15	54	126.674.234.543	7000
5	15	489	126.674.234.543	9000
6	15	438	126.674.234.543	8888
7	15	184	126.674.234.543	80
