day	hour	value	ip	port
1	1	302	129.432.123.3	80
2	1	624	129.432.123.3	8080
3	1	34	129.432.123.3	8000
4	1	789	129.432.123.3	7000
5	1	627	129.432.123.3	9000
6	1	296	129.432.123.3	8888
7	1	589	129.432.123.3	80
1	2	744	129.987.123.422	80
2	2	225	129.987.123.422	8080
3	2	526	129.987.123.422	8000
4	2	618	129.987.123.422	7000
5	2	693	129.987.123.422	9000
6	2	188	129.987.123.422	8888
7	2	253	129.987.123.422	80
1	3	658	987.654.432.123	80
2	3	641	987.654.432.123	8080
3	3	281	987.654.432.123	8000
4	3	213	987.654.432.123	7000
5	3	876	987.654.432.123	9000
6	3	528	987.654.432.123	8888
7	3	209	987.654.432.123	80
1	4	938	456.423.0.124	80
2	4	575	456.423.0.124	8080
3	4	148	456.423.0.124	8000
4	4	663	456.423.0.124	7000
5	4	993	456.423.0.124	9000
6	4	418	456.423.0.124	8888
7	4	58	456.423.0.124	80
1	5	431	126.674.234.543	80
2	5	430	126.674.234.543	8080
3	5	495	126.674.234.543	8000
4	5	973	126.674.234.543	7000
5	5	542	126.674.234.543	9000
6	5	54	126.674.234.543	8888
7	5	484	126.674.234.543	80
1	6	241	129.432.123.3	80
2	6	694	129.432.123.3	8080
3	6	471	129.432.123.3	8000
4	6	117	129.432.123.3	7000
5	6	669	129.432.123.3	9000
6	6	94	129.432.123.3	8888
7	6	517	129.432.123.3	80
1	7	193	129.987.123.422	80
2	7	492	129.987.123.422	8080
3	7	12	129.987.123.422	8000
4	7	782	129.987.123.422	7000
5	7	129	129.987.123.422	9000
6	7	429	129.987.123.422	8888
7	7	455	129.987.123.422	80
1	8	851	987.654.432.123	80
2	8	703	987.654.432.123	8080
3	8	797	987.654.432.123	8000
4	8	854	987.654.432.123	7000
5	8	372	987.654.432.123	9000
6	8	370	987.654.432.123	8888
7	8	337	987.654.432.123	80
1	9	101	456.423.0.124	80
2	9	894	456.423.0.124	8080
3	9	573	456.423.0.124	8000
4	9	659	456.423.0.124	7000
5	9	668	456.423.0.124	9000
6	9	658	456.423.0.124	8888
7	9	266	456.423.0.124	80
1	10	143	126.674.234.543	80
2	10	248	126.674.234.543	8080
3	10	366	126.674.234.543	8000
4	10	476	126.674.234.543	7000
5	10	290	126.674.234.543	9000
6	10	262	126.674.234.543	8888
7	10	793	126.674.234.543	80
1	11	136	129.432.123.3	80
2	11	348	129.432.123.3	8080
3	11	519	129.432.123.3	8000
4	11	35	129.432.123.3	7000
5	11	663	129.432.123.3	9000
6	11	767	129.432.123.3	8888
7	11	830	129.432.123.3	80
1	12	377	129.987.123.422	80
2	12	863	129.987.123.422	8080
3	12	314	129.987.123.422	8000
4	12	121	129.987.123.422	7000
5	12	775	129.987.123.422	9000
6	12	893	129.987.123.422	8888
7	12	413	129.987.123.422	80
1	13	278	987.654.432.123	80
2	13	120	987.654.432.123	8080
3	13	174	987.654.432.123	8000
4	13	94	987.654.432.123	7000
5	13	146	987.654.432.123	9000
6	13	572	987.654.432.123	8888
7	13	571	987.654.432.123	80
1	14	209	456.423.0.124	80
2	14	478	456.423.0.124	8080
3	14	506	456.423.0.124	8000
4	14	914	456.423.0.124	7000
5	14	618	456.423.0.124	9000
6	14	58	456.423.0.124	8888
7	14	250	456.423.0.124	80
1	15	431	126.674.234.543	80
2	15	127	126.674.234.543	8080
3	15	37	126.674.234.543	8000
4	15	288	126.674.234.543	7000
5	15	255	126.674.234.543	9000
6	15	224	126.674.234.543	8888
7	15	739	126.674.234.543	80
