day	hour	value	ip	port
1	1	230	129.432.123.3	80
2	1	478	129.432.123.3	8080
3	1	908	129.432.123.3	8000
4	1	659	129.432.123.3	7000
5	1	616	129.432.123.3	9000
6	1	85	129.432.123.3	8888
7	1	857	129.432.123.3	80
1	2	487	129.987.123.422	80
2	2	128	129.987.123.422	8080
3	2	844	129.987.123.422	8000
4	2	226	129.987.123.422	7000
5	2	968	129.987.123.422	9000
6	2	730	129.987.123.422	8888
7	2	605	129.987.123.422	80
1	3	876	987.654.432.123	80
2	3	792	987.654.432.123	8080
3	3	329	987.654.432.123	8000
4	3	841	987.654.432.123	7000
5	3	797	987.654.432.123	9000
6	3	326	987.654.432.123	8888
7	3	619	987.654.432.123	80
1	4	48	456.423.0.124	80
2	4	750	456.423.0.124	8080
3	4	264	456.423.0.124	8000
4	4	989	456.423.0.124	7000
5	4	361	456.423.0.124	9000
6	4	299	456.423.0.124	8888
7	4	965	456.423.0.124	80
1	5	971	126.674.234.543	80
2	5	746	126.674.234.543	8080
3	5	235	126.674.234.543	8000
4	5	713	126.674.234.543	7000
5	5	277	126.674.234.543	9000
6	5	732	126.674.234.543	8888
7	5	609	126.674.234.543	80
1	6	849	129.432.123.3	80
2	6	477	129.432.123.3	8080
3	6	325	129.432.123.3	8000
4	6	282	129.432.123.3	7000
5	6	16	129.432.123.3	9000
6	6	122	129.432.123.3	8888
7	6	821	129.432.123.3	80
1	7	560	129.987.123.422	80
2	7	430	129.987.123.422	8080
3	7	679	129.987.123.422	8000
4	7	56	129.987.123.422	7000
5	7	498	129.987.123.422	9000
6	7	177	129.987.123.422	8888
7	7	826	129.987.123.422	80
1	8	960	987.654.432.123	80
2	8	600	987.654.432.123	8080
3	8	298	987.654.432.123	8000
4	8	475	987.654.432.123	7000
5	8	551	987.654.432.123	9000
6	8	388	987.654.432.123	8888
7	8	695	987.654.432.123	80
1	9	302	456.423.0.124	80
2	9	492	456.423.0.124	8080
3	9	219	456.423.0.124	8000
4	9	630	456.423.0.124	7000
5	9	397	456.423.0.124	9000
6	9	319	456.423.0.124	8888
7	9	446	456.423.0.124	80
1	10	343	126.674.234.543	80
2	10	993	126.674.234.543	8080
3	10	885	126.674.234.543	8000
4	10	303	126.674.234.543	7000
5	10	295	126.674.234.543	9000
6	10	56	126.674.234.543	8888
7	10	462	126.674.234.543	80
1	11	196	129.432.123.3	80
2	11	944	129.432.123.3	8080
3	11	711	129.432.123.3	8000
4	11	932	129.432.123.3	7000
5	11	108	129.432.123.3	9000
6	11	858	129.432.123.3	8888
7	11	376	129.432.123.3	80
1	12	777	129.987.123.422	80
2	12	877	129.987.123.422	8080
3	12	162	129.987.123.422	8000
4	12	530	129.987.123.422	7000
5	12	684	129.987.123.422	9000
6	12	626	129.987.123.422	8888
7	12	623	129.987.123.422	80
1	13	605	987.654.432.123	80
2	13	174	987.654.432.123	8080
3	13	377	987.654.432.123	8000
4	13	149	987.654.432.123	7000
5	13	398	987.654.432.123	9000
6	13	699	987.654.432.123	8888
7	13	745	987.654.432.123	80
1	14	633	456.423.0.124	80
2	14	798	456.423.0.124	8080
3	14	35	456.423.0.124	8000
4	14	22	456.423.0.124	7000
5	14	926	456.423.0.124	9000
6	14	609	456.423.0.124	8888
7	14	296	456.423.0.124	80
1	15	397	126.674.234.543	80
2	15	335	126.674.234.543	8080
3	15	161	126.674.234.543	8000
4	15	68	126.674.234.543	7000
5	15	255	126.674.234.543	9000
6	15	322	126.674.234.543	8888
7	15	656	126.674.234.543	80
