day	hour	value	ip	port
1	1	371	129.432.123.3	80
2	1	210	129.432.123.3	8080
3	1	408	129.432.123.3	8000
4	1	506	129.432.123.3	7000
5	1	937	129.432.123.3	9000
6	1	946	129.432.123.3	8888
7	1	855	129.432.123.3	80
1	2	62	129.987.123.422	80
2	2	470	129.987.123.422	8080
3	2	963	129.987.123.422	8000
4	2	321	129.987.123.422	7000
5	2	117	129.987.123.422	9000
6	2	562	129.987.123.422	8888
7	2	846	129.987.123.422	80
1	3	310	987.654.432.123	80
2	3	545	987.654.432.123	8080
3	3	801	987.654.432.123	8000
4	3	924	987.654.432.123	7000
5	3	88	987.654.432.123	9000
6	3	627	987.654.432.123	8888
7	3	620	987.654.432.123	80
1	4	534	456.423.0.124	80
2	4	299	456.423.0.124	8080
3	4	816	456.423.0.124	8000
4	4	257	456.423.0.124	7000
5	4	481	456.423.0.124	9000
6	4	235	456.423.0.124	8888
7	4	59	456.423.0.124	80
1	5	114	126.674.234.543	80
2	5	845	126.674.234.543	8080
3	5	893	126.674.234.543	8000
4	5	981	126.674.234.543	7000
5	5	214	126.674.234.543	9000
6	5	803	126.674.234.543	8888
7	5	210	126.674.234.543	80
1	6	774	129.432.123.3	80
2	6	102	129.432.123.3	8080
3	6	696	129.432.123.3	8000
4	6	262	129.432.123.3	7000
5	6	502	129.432.123.3	9000
6	6	894	129.432.123.3	8888
7	6	544	129.432.123.3	80
1	7	241	129.987.123.422	80
2	7	112	129.987.123.422	8080
3	7	723	129.987.123.422	8000
4	7	839	129.987.123.422	7000
5	7	662	129.987.123.422	9000
6	7	633	129.987.123.422	8888
7	7	752	129.987.123.422	80
1	8	961	987.654.432.123	80
2	8	411	987.654.432.123	8080
3	8	846	987.654.432.123	8000
4	8	608	987.654.432.123	7000
5	8	263	987.654.432.123	9000
6	8	782	987.654.432.123	8888
7	8	71	987.654.432.123	80
1	9	36	456.423.0.124	80
2	9	254	456.423.0.124	8080
3	9	49	456.423.0.124	8000
4	9	249	456.423.0.124	7000
5	9	392	456.423.0.124	9000
6	9	304	456.423.0.124	8888
7	9	795	456.423.0.124	80
1	10	689	126.674.234.543	80
2	10	44	126.674.234.543	8080
3	10	186	126.674.234.543	8000
4	10	757	126.674.234.543	7000
5	10	506	126.674.234.543	9000
6	10	74	126.674.234.543	8888
7	10	127	126.674.234.543	80
1	11	65	129.432.123.3	80
2	11	638	129.432.123.3	8080
3	11	202	129.432.123.3	8000
4	11	642	129.432.123.3	7000
5	11	248	129.432.123.3	9000
6	11	203	129.432.123.3	8888
7	11	2	129.432.123.3	80
1	12	632	129.987.123.422	80
2	12	932	129.987.123.422	8080
3	12	709	129.987.123.422	8000
4	12	379	129.987.123.422	7000
5	12	535	129.987.123.422	9000
6	12	65	129.987.123.422	8888
7	12	99	129.987.123.422	80
1	13	400	987.654.432.123	80
2	13	11	987.654.432.123	8080
3	13	925	987.654.432.123	8000
4	13	803	987.654.432.123	7000
5	13	466	987.654.432.123	9000
6	13	605	987.654.432.123	8888
7	13	94	987.654.432.123	80
1	14	789	456.423.0.124	80
2	14	590	456.423.0.124	8080
3	14	113	456.423.0.124	8000
4	14	104	456.423.0.124	7000
5	14	945	456.423.0.124	9000
6	14	719	456.423.0.124	8888
7	14	843	456.423.0.124	80
1	15	797	126.674.234.543	80
2	15	877	126.674.234.543	8080
3	15	80	126.674.234.543	8000
4	15	434	126.674.234.543	7000
5	15	766	126.674.234.543	9000
6	15	327	126.674.234.543	8888
7	15	707	126.674.234.543	80
