day	hour	value	ip	port
1	1	728	129.432.123.3	80
1	2	163	129.432.123.3	8080
1	3	154	129.432.123.3	8000
1	4	905	129.432.123.3	7000
1	5	702	129.432.123.3	9000
1	6	507	129.432.123.3	8888
1	7	323	129.432.123.3	80
1	8	860	129.432.123.3	8080
1	9	625	129.432.123.3	8000
1	10	826	129.432.123.3	7000
1	11	656	129.432.123.3	9000
1	12	657	129.432.123.3	8888
2	1	771	129.987.123.422	80
2	2	813	129.987.123.422	8080
2	3	107	129.987.123.422	8000
2	4	127	129.987.123.422	7000
2	5	966	129.987.123.422	9000
2	6	186	129.987.123.422	8888
2	7	816	129.987.123.422	80
2	8	48	129.987.123.422	8080
2	9	22	129.987.123.422	8000
2	10	125	129.987.123.422	7000
2	11	276	129.987.123.422	9000
2	12	724	129.987.123.422	8888
3	1	794	987.654.432.123	80
3	2	846	987.654.432.123	8080
3	3	465	987.654.432.123	8000
3	4	635	987.654.432.123	7000
3	5	637	987.654.432.123	9000
3	6	743	987.654.432.123	8888
3	7	140	987.654.432.123	80
3	8	897	987.654.432.123	8080
3	9	646	987.654.432.123	8000
3	10	956	987.654.432.123	7000
3	11	792	987.654.432.123	9000
3	12	80	987.654.432.123	8888
4	1	829	456.423.0.124	80
4	2	652	456.423.0.124	8080
4	3	737	456.423.0.124	8000
4	4	577	456.423.0.124	7000
4	5	530	456.423.0.124	9000
4	6	192	456.423.0.124	8888
4	7	447	456.423.0.124	80
4	8	292	456.423.0.124	8080
4	9	803	456.423.0.124	8000
4	10	878	456.423.0.124	7000
4	11	614	456.423.0.124	9000
4	12	20	456.423.0.124	8888
5	1	975	126.674.234.543	80
5	2	462	126.674.234.543	8080
5	3	673	126.674.234.543	8000
5	4	254	126.674.234.543	7000
5	5	124	126.674.234.543	9000
5	6	905	126.674.234.543	8888
5	7	51	126.674.234.543	80
5	8	686	126.674.234.543	8080
5	9	424	126.674.234.543	8000
5	10	897	126.674.234.543	7000
5	11	458	126.674.234.543	9000
5	12	729	126.674.234.543	8888
6	1	179	129.432.123.3	80
6	2	756	129.432.123.3	8080
6	3	837	129.432.123.3	8000
6	4	902	129.432.123.3	7000
6	5	169	129.432.123.3	9000
6	6	900	129.432.123.3	8888
6	7	875	129.432.123.3	80
6	8	238	129.432.123.3	8080
6	9	64	129.432.123.3	8000
6	10	23	129.432.123.3	7000
6	11	499	129.432.123.3	9000
6	12	5	129.432.123.3	8888
7	1	791	129.987.123.422	80
7	2	430	129.987.123.422	8080
7	3	863	129.987.123.422	8000
7	4	872	129.987.123.422	7000
7	5	351	129.987.123.422	9000
7	6	127	129.987.123.422	8888
7	7	881	129.987.123.422	80
7	8	398	129.987.123.422	8080
7	9	631	129.987.123.422	8000
7	10	191	129.987.123.422	7000
7	11	624	129.987.123.422	9000
7	12	553	129.987.123.422	8888
8	1	296	987.654.432.123	80
8	2	94	987.654.432.123	8080
8	3	366	987.654.432.123	8000
8	4	664	987.654.432.123	7000
8	5	176	987.654.432.123	9000
8	6	140	987.654.432.123	8888
8	7	815	987.654.432.123	80
8	8	64	987.654.432.123	8080
8	9	317	987.654.432.123	8000
8	10	68	987.654.432.123	7000
8	11	135	987.654.432.123	9000
8	12	831	987.654.432.123	8888
9	1	640	456.423.0.124	80
9	2	430	456.423.0.124	8080
9	3	121	456.423.0.124	8000
9	4	640	456.423.0.124	7000
9	5	618	456.423.0.124	9000
9	6	55	456.423.0.124	8888
9	7	578	456.423.0.124	80
9	8	561	456.423.0.124	8080
9	9	920	456.423.0.124	8000
9	10	582	456.423.0.124	7000
9	11	869	456.423.0.124	9000
9	12	947	456.423.0.124	8888
10	1	820	126.674.234.543	80
10	2	830	126.674.234.543	8080
10	3	985	126.674.234.543	8000
10	4	599	126.674.234.543	7000
10	5	495	126.674.234.543	9000
10	6	271	126.674.234.543	8888
10	7	496	126.674.234.543	80
10	8	57	126.674.234.543	8080
10	9	932	126.674.234.543	8000
10	10	281	126.674.234.543	7000
10	11	697	126.674.234.543	9000
10	12	125	126.674.234.543	8888
11	1	389	129.432.123.3	80
11	2	835	129.432.123.3	8080
11	3	724	129.432.123.3	8000
