day	hour	value	ip	port
1	1	399	129.432.123.3	80
2	1	289	129.432.123.3	8080
3	1	374	129.432.123.3	8000
4	1	222	129.432.123.3	7000
5	1	460	129.432.123.3	9000
6	1	375	129.432.123.3	8888
7	1	99	129.432.123.3	80
1	2	445	129.987.123.422	80
2	2	545	129.987.123.422	8080
3	2	85	129.987.123.422	8000
4	2	208	129.987.123.422	7000
5	2	20	129.987.123.422	9000
6	2	309	129.987.123.422	8888
7	2	326	129.987.123.422	80
1	3	799	987.654.432.123	80
2	3	153	987.654.432.123	8080
3	3	47	987.654.432.123	8000
4	3	847	987.654.432.123	7000
5	3	87	987.654.432.123	9000
6	3	349	987.654.432.123	8888
7	3	45	987.654.432.123	80
1	4	210	456.423.0.124	80
2	4	473	456.423.0.124	8080
3	4	595	456.423.0.124	8000
4	4	825	456.423.0.124	7000
5	4	100	456.423.0.124	9000
6	4	284	456.423.0.124	8888
7	4	156	456.423.0.124	80
1	5	90	126.674.234.543	80
2	5	164	126.674.234.543	8080
3	5	238	126.674.234.543	8000
4	5	908	126.674.234.543	7000
5	5	412	126.674.234.543	9000
6	5	278	126.674.234.543	8888
7	5	745	126.674.234.543	80
1	6	110	129.432.123.3	80
2	6	84	129.432.123.3	8080
3	6	104	129.432.123.3	8000
4	6	485	129.432.123.3	7000
5	6	510	129.432.123.3	9000
6	6	236	129.432.123.3	8888
7	6	280	129.432.123.3	80
1	7	254	129.987.123.422	80
2	7	700	129.987.123.422	8080
3	7	786	129.987.123.422	8000
4	7	887	129.987.123.422	7000
5	7	920	129.987.123.422	9000
6	7	615	129.987.123.422	8888
7	7	435	129.987.123.422	80
1	8	52	987.654.432.123	80
2	8	570	987.654.432.123	8080
3	8	980	987.654.432.123	8000
4	8	376	987.654.432.123	7000
5	8	506	987.654.432.123	9000
6	8	831	987.654.432.123	8888
7	8	296	987.654.432.123	80
1	9	581	456.423.0.124	80
2	9	584	456.423.0.124	8080
3	9	420	456.423.0.124	8000
4	9	687	456.423.0.124	7000
5	9	90	456.423.0.124	9000
6	9	832	456.423.0.124	8888
7	9	105	456.423.0.124	80
1	10	473	126.674.234.543	80
2	10	442	126.674.234.543	8080
3	10	517	126.674.234.543	8000
4	10	609	126.674.234.543	7000
5	10	537	126.674.234.543	9000
6	10	836	126.674.234.543	8888
7	10	547	126.674.234.543	80
1	11	154	129.432.123.3	80
2	11	882	129.432.123.3	8080
3	11	348	129.432.123.3	8000
4	11	407	129.432.123.3	7000
5	11	731	129.432.123.3	9000
6	11	526	129.432.123.3	8888
7	11	700	129.432.123.3	80
1	12	536	129.987.123.422	80
2	12	597	129.987.123.422	8080
3	12	121	129.987.123.422	8000
4	12	133	129.987.123.422	7000
5	12	794	129.987.123.422	9000
6	12	179	129.987.123.422	8888
7	12	17	129.987.123.422	80
1	13	273	987.654.432.123	80
2	13	630	987.654.432.123	8080
3	13	295	987.654.432.123	8000
4	13	736	987.654.432.123	7000
5	13	909	987.654.432.123	9000
6	13	322	987.654.432.123	8888
7	13	832	987.654.432.123	80
1	14	329	456.423.0.124	80
2	14	659	456.423.0.124	8080
3	14	919	456.423.0.124	8000
4	14	412	456.423.0.124	7000
5	14	113	456.423.0.124	9000
6	14	26	456.423.0.124	8888
7	14	30	456.423.0.124	80
1	15	717	126.674.234.543	80
2	15	629	126.674.234.543	8080
3	15	206	126.674.234.543	8000
4	15	896	126.674.234.543	7000
5	15	685	126.674.234.543	9000
6	15	970	126.674.234.543	8888
7	15	660	126.674.234.543	80
