day	hour	value	ip	port
1	1	369	129.432.123.3	80
2	1	900	129.432.123.3	8080
3	1	662	129.432.123.3	8000
4	1	734	129.432.123.3	7000
5	1	675	129.432.123.3	9000
6	1	252	129.432.123.3	8888
7	1	300	129.432.123.3	80
1	2	445	129.987.123.422	80
2	2	723	129.987.123.422	8080
3	2	831	129.987.123.422	8000
4	2	216	129.987.123.422	7000
5	2	236	129.987.123.422	9000
6	2	126	129.987.123.422	8888
7	2	611	129.987.123.422	80
1	3	710	987.654.432.123	80
2	3	488	987.654.432.123	8080
3	3	49	987.654.432.123	8000
4	3	532	987.654.432.123	7000
5	3	280	987.654.432.123	9000
6	3	101	987.654.432.123	8888
7	3	518	987.654.432.123	80
1	4	494	456.423.0.124	80
2	4	964	456.423.0.124	8080
3	4	378	456.423.0.124	8000
4	4	979	456.423.0.124	7000
5	4	56	456.423.0.124	9000
6	4	414	456.423.0.124	8888
7	4	982	456.423.0.124	80
1	5	567	126.674.234.543	80
2	5	530	126.674.234.543	8080
3	5	207	126.674.234.543	8000
4	5	561	126.674.234.543	7000
5	5	310	126.674.234.543	9000
6	5	969	126.674.234.543	8888
7	5	24	126.674.234.543	80
1	6	515	129.432.123.3	80
2	6	195	129.432.123.3	8080
3	6	974	129.432.123.3	8000
4	6	913	129.432.123.3	7000
5	6	697	129.432.123.3	9000
6	6	762	129.432.123.3	8888
7	6	745	129.432.123.3	80
1	7	332	129.987.123.422	80
2	7	494	129.987.123.422	8080
3	7	923	129.987.123.422	8000
4	7	262	129.987.123.422	7000
5	7	412	129.987.123.422	9000
6	7	887	129.987.123.422	8888
7	7	613	129.987.123.422	80
1	8	671	987.654.432.123	80
2	8	977	987.654.432.123	8080
3	8	997	987.654.432.123	8000
4	8	160	987.654.432.123	7000
5	8	77	987.654.432.123	9000
6	8	656	987.654.432.123	8888
7	8	674	987.654.432.123	80
1	9	470	456.423.0.124	80
2	9	569	456.423.0.124	8080
3	9	832	456.423.0.124	8000
4	9	779	456.423.0.124	7000
5	9	859	456.423.0.124	9000
6	9	941	456.423.0.124	8888
7	9	983	456.423.0.124	80
1	10	858	126.674.234.543	80
2	10	500	126.674.234.543	8080
3	10	889	126.674.234.543	8000
4	10	449	126.674.234.543	7000
5	10	887	126.674.234.543	9000
6	10	326	126.674.234.543	8888
7	10	306	126.674.234.543	80
1	11	394	129.432.123.3	80
2	11	993	129.432.123.3	8080
3	11	659	129.432.123.3	8000
4	11	646	129.432.123.3	7000
5	11	209	129.432.123.3	9000
6	11	264	129.432.123.3	8888
7	11	0	129.432.123.3	80
1	12	13	129.987.123.422	80
2	12	854	129.987.123.422	8080
3	12	357	129.987.123.422	8000
4	12	591	129.987.123.422	7000
5	12	911	129.987.123.422	9000
6	12	799	129.987.123.422	8888
7	12	281	129.987.123.422	80
1	13	23	987.654.432.123	80
2	13	510	987.654.432.123	8080
3	13	385	987.654.432.123	8000
4	13	190	987.654.432.123	7000
5	13	71	987.654.432.123	9000
6	13	683	987.654.432.123	8888
7	13	346	987.654.432.123	80
1	14	609	456.423.0.124	80
2	14	339	456.423.0.124	8080
3	14	324	456.423.0.124	8000
4	14	375	456.423.0.124	7000
5	14	980	456.423.0.124	9000
6	14	251	456.423.0.124	8888
7	14	644	456.423.0.124	80
1	15	428	126.674.234.543	80
2	15	981	126.674.234.543	8080
3	15	909	126.674.234.543	8000
4	15	743	126.674.234.543	7000
5	15	781	126.674.234.543	9000
6	15	545	126.674.234.543	8888
7	15	534	126.674.234.543	80
