day	hour	value	ip	port
1	1	675	129.432.123.3	80
1	2	504	129.432.123.3	8080
1	3	341	129.432.123.3	8000
1	4	800	129.432.123.3	7000
1	5	931	129.432.123.3	9000
1	6	880	129.432.123.3	8888
1	7	144	129.432.123.3	80
1	8	850	129.432.123.3	8080
1	9	357	129.432.123.3	8000
1	10	49	129.432.123.3	7000
1	11	830	129.432.123.3	9000
1	12	647	129.432.123.3	8888
2	1	420	129.987.123.422	80
2	2	282	129.987.123.422	8080
2	3	844	129.987.123.422	8000
2	4	837	129.987.123.422	7000
2	5	512	129.987.123.422	9000
2	6	6	129.987.123.422	8888
2	7	962	129.987.123.422	80
2	8	396	129.987.123.422	8080
2	9	802	129.987.123.422	8000
2	10	249	129.987.123.422	7000
2	11	0	129.987.123.422	9000
2	12	54	129.987.123.422	8888
3	1	600	987.654.432.123	80
3	2	730	987.654.432.123	8080
3	3	158	987.654.432.123	8000
3	4	695	987.654.432.123	7000
3	5	740	987.654.432.123	9000
3	6	467	987.654.432.123	8888
3	7	195	987.654.432.123	80
3	8	428	987.654.432.123	8080
3	9	273	987.654.432.123	8000
3	10	344	987.654.432.123	7000
3	11	316	987.654.432.123	9000
3	12	165	987.654.432.123	8888
4	1	32	456.423.0.124	80
4	2	268	456.423.0.124	8080
4	3	659	456.423.0.124	8000
4	4	206	456.423.0.124	7000
4	5	840	456.423.0.124	9000
4	6	159	456.423.0.124	8888
4	7	275	456.423.0.124	80
4	8	329	456.423.0.124	8080
4	9	593	456.423.0.124	8000
4	10	69	456.423.0.124	7000
4	11	339	456.423.0.124	9000
4	12	112	456.423.0.124	8888
5	1	451	126.674.234.543	80
5	2	454	126.674.234.543	8080
5	3	949	126.674.234.543	8000
5	4	153	126.674.234.543	7000
5	5	881	126.674.234.543	9000
5	6	394	126.674.234.543	8888
5	7	812	126.674.234.543	80
5	8	952	126.674.234.543	8080
5	9	846	126.674.234.543	8000
5	10	891	126.674.234.543	7000
5	11	887	126.674.234.543	9000
5	12	211	126.674.234.543	8888
6	1	292	129.432.123.3	80
6	2	403	129.432.123.3	8080
6	3	655	129.432.123.3	8000
6	4	401	129.432.123.3	7000
6	5	984	129.432.123.3	9000
6	6	836	129.432.123.3	8888
6	7	532	129.432.123.3	80
6	8	87	129.432.123.3	8080
6	9	717	129.432.123.3	8000
6	10	807	129.432.123.3	7000
6	11	122	129.432.123.3	9000
6	12	972	129.432.123.3	8888
7	1	148	129.987.123.422	80
7	2	314	129.987.123.422	8080
7	3	609	129.987.123.422	8000
7	4	290	129.987.123.422	7000
7	5	955	129.987.123.422	9000
7	6	575	129.987.123.422	8888
7	7	645	129.987.123.422	80
7	8	926	129.987.123.422	8080
7	9	828	129.987.123.422	8000
7	10	675	129.987.123.422	7000
7	11	594	129.987.123.422	9000
7	12	872	129.987.123.422	8888
8	1	318	987.654.432.123	80
8	2	38	987.654.432.123	8080
8	3	278	987.654.432.123	8000
8	4	109	987.654.432.123	7000
8	5	23	987.654.432.123	9000
8	6	741	987.654.432.123	8888
8	7	183	987.654.432.123	80
8	8	511	987.654.432.123	8080
8	9	319	987.654.432.123	8000
8	10	876	987.654.432.123	7000
8	11	919	987.654.432.123	9000
8	12	472	987.654.432.123	8888
9	1	363	456.423.0.124	80
9	2	45	456.423.0.124	8080
9	3	773	456.423.0.124	8000
9	4	616	456.423.0.124	7000
9	5	864	456.423.0.124	9000
9	6	692	456.423.0.124	8888
9	7	207	456.423.0.124	80
9	8	393	456.423.0.124	8080
9	9	228	456.423.0.124	8000
9	10	80	456.423.0.124	7000
9	11	914	456.423.0.124	9000
9	12	528	456.423.0.124	8888
10	1	951	126.674.234.543	80
10	2	974	126.674.234.543	8080
10	3	567	126.674.234.543	8000
10	4	673	126.674.234.543	7000
10	5	719	126.674.234.543	9000
10	6	24	126.674.234.543	8888
10	7	326	126.674.234.543	80
10	8	192	126.674.234.543	8080
10	9	375	126.674.234.543	8000
10	10	240	126.674.234.543	7000
10	11	995	126.674.234.543	9000
10	12	171	126.674.234.543	8888
11	1	412	129.432.123.3	80
11	2	719	129.432.123.3	8080
11	3	105	129.432.123.3	8000
11	4	967	129.432.123.3	7000
11	5	903	129.432.123.3	9000
11	6	633	129.432.123.3	8888
11	7	17	129.432.123.3	80
11	8	715	129.432.123.3	8080
11	9	682	129.432.123.3	8000
11	10	92	129.432.123.3	7000
11	11	276	129.432.123.3	9000
11	12	74	129.432.123.3	8888
12	1	324	129.987.123.422	80
12	2	503	129.987.123.422	8080
