day	hour	value	ip	port
1	1	810	129.432.123.3	80
2	1	252	129.432.123.3	8080
3	1	62	129.432.123.3	8000
4	1	840	129.432.123.3	7000
5	1	15	129.432.123.3	9000
6	1	843	129.432.123.3	8888
7	1	200	129.432.123.3	80
1	2	211	129.987.123.422	80
2	2	472	129.987.123.422	8080
3	2	323	129.987.123.422	8000
4	2	48	129.987.123.422	7000
5	2	107	129.987.123.422	9000
6	2	62	129.987.123.422	8888
7	2	402	129.987.123.422	80
1	3	8	987.654.432.123	80
2	3	743	987.654.432.123	8080
3	3	800	987.654.432.123	8000
4	3	151	987.654.432.123	7000
5	3	415	987.654.432.123	9000
6	3	162	987.654.432.123	8888
7	3	188	987.654.432.123	80
1	4	148	456.423.0.124	80
2	4	374	456.423.0.124	8080
3	4	929	456.423.0.124	8000
4	4	989	456.423.0.124	7000
5	4	809	456.423.0.124	9000
6	4	415	456.423.0.124	8888
7	4	965	456.423.0.124	80
1	5	136	126.674.234.543	80
2	5	889	126.674.234.543	8080
3	5	144	126.674.234.543	8000
4	5	515	126.674.234.543	7000
5	5	100	126.674.234.543	9000
6	5	613	126.674.234.543	8888
7	5	466	126.674.234.543	80
1	6	499	129.432.123.3	80
2	6	809	129.432.123.3	8080
3	6	224	129.432.123.3	8000
4	6	508	129.432.123.3	7000
5	6	520	129.432.123.3	9000
6	6	534	129.432.123.3	8888
7	6	736	129.432.123.3	80
1	7	420	129.987.123.422	80
2	7	701	129.987.123.422	8080
3	7	74	129.987.123.422	8000
4	7	444	129.987.123.422	7000
5	7	39	129.987.123.422	9000
6	7	863	129.987.123.422	8888
7	7	530	129.987.123.422	80
1	8	684	987.654.432.123	80
2	8	222	987.654.432.123	8080
3	8	449	987.654.432.123	8000
4	8	554	987.654.432.123	7000
5	8	459	987.654.432.123	9000
6	8	59	987.654.432.123	8888
7	8	632	987.654.432.123	80
1	9	470	456.423.0.124	80
2	9	582	456.423.0.124	8080
3	9	975	456.423.0.124	8000
4	9	252	456.423.0.124	7000
5	9	916	456.423.0.124	9000
6	9	406	456.423.0.124	8888
7	9	378	456.423.0.124	80
1	10	84	126.674.234.543	80
2	10	572	126.674.234.543	8080
3	10	121	126.674.234.543	8000
4	10	710	126.674.234.543	7000
5	10	361	126.674.234.543	9000
6	10	340	126.674.234.543	8888
7	10	273	126.674.234.543	80
1	11	757	129.432.123.3	80
2	11	79	129.432.123.3	8080
3	11	538	129.432.123.3	8000
4	11	300	129.432.123.3	7000
5	11	251	129.432.123.3	9000
6	11	255	129.432.123.3	8888
7	11	83	129.432.123.3	80
1	12	343	129.987.123.422	80
2	12	707	129.987.123.422	8080
3	12	728	129.987.123.422	8000
4	12	880	129.987.123.422	7000
5	12	384	129.987.123.422	9000
6	12	392	129.987.123.422	8888
7	12	167	129.987.123.422	80
1	13	641	987.654.432.123	80
2	13	511	987.654.432.123	8080
3	13	237	987.654.432.123	8000
4	13	544	987.654.432.123	7000
5	13	786	987.654.432.123	9000
6	13	379	987.654.432.123	8888
7	13	591	987.654.432.123	80
1	14	38	456.423.0.124	80
2	14	554	456.423.0.124	8080
3	14	421	456.423.0.124	8000
4	14	395	456.423.0.124	7000
5	14	263	456.423.0.124	9000
6	14	287	456.423.0.124	8888
7	14	760	456.423.0.124	80
1	15	869	126.674.234.543	80
2	15	877	126.674.234.543	8080
3	15	190	126.674.234.543	8000
4	15	487	126.674.234.543	7000
5	15	508	126.674.234.543	9000
6	15	49	126.674.234.543	8888
7	15	379	126.674.234.543	80
