day	hour	value	ip	port
1	1	792	129.432.123.3	80
2	1	308	129.432.123.3	8080
3	1	751	129.432.123.3	8000
4	1	98	129.432.123.3	7000
5	1	398	129.432.123.3	9000
6	1	708	129.432.123.3	8888
7	1	417	129.432.123.3	80
1	2	905	129.987.123.422	80
2	2	368	129.987.123.422	8080
3	2	103	129.987.123.422	8000
4	2	829	129.987.123.422	7000
5	2	714	129.987.123.422	9000
6	2	940	129.987.123.422	8888
7	2	365	129.987.123.422	80
1	3	74	987.654.432.123	80
2	3	9	987.654.432.123	8080
3	3	33	987.654.432.123	8000
4	3	476	987.654.432.123	7000
5	3	284	987.654.432.123	9000
6	3	969	987.654.432.123	8888
7	3	996	987.654.432.123	80
1	4	750	456.423.0.124	80
2	4	369	456.423.0.124	8080
3	4	918	456.423.0.124	8000
4	4	730	456.423.0.124	7000
5	4	596	456.423.0.124	9000
6	4	712	456.423.0.124	8888
7	4	205	456.423.0.124	80
1	5	905	126.674.234.543	80
2	5	840	126.674.234.543	8080
3	5	405	126.674.234.543	8000
4	5	345	126.674.234.543	7000
5	5	915	126.674.234.543	9000
6	5	847	126.674.234.543	8888
7	5	47	126.674.234.543	80
1	6	685	129.432.123.3	80
2	6	515	129.432.123.3	8080
3	6	396	129.432.123.3	8000
4	6	543	129.432.123.3	7000
5	6	788	129.432.123.3	9000
6	6	369	129.432.123.3	8888
7	6	155	129.432.123.3	80
1	7	162	129.987.123.422	80
2	7	869	129.987.123.422	8080
3	7	287	129.987.123.422	8000
4	7	698	129.987.123.422	7000
5	7	369	129.987.123.422	9000
6	7	671	129.987.123.422	8888
7	7	640	129.987.123.422	80
1	8	931	987.654.432.123	80
2	8	817	987.654.432.123	8080
3	8	8	987.654.432.123	8000
4	8	435	987.654.432.123	7000
5	8	234	987.654.432.123	9000
6	8	999	987.654.432.123	8888
7	8	920	987.654.432.123	80
1	9	938	456.423.0.124	80
2	9	259	456.423.0.124	8080
3	9	747	456.423.0.124	8000
4	9	219	456.423.0.124	7000
5	9	870	456.423.0.124	9000
6	9	865	456.423.0.124	8888
7	9	720	456.423.0.124	80
1	10	505	126.674.234.543	80
2	10	926	126.674.234.543	8080
3	10	87	126.674.234.543	8000
4	10	981	126.674.234.543	7000
5	10	123	126.674.234.543	9000
6	10	654	126.674.234.543	8888
7	10	999	126.674.234.543	80
1	11	519	129.432.123.3	80
2	11	649	129.432.123.3	8080
3	11	822	129.432.123.3	8000
4	11	207	129.432.123.3	7000
5	11	660	129.432.123.3	9000
6	11	912	129.432.123.3	8888
7	11	264	129.432.123.3	80
1	12	684	129.987.123.422	80
2	12	236	129.987.123.422	8080
3	12	124	129.987.123.422	8000
4	12	196	129.987.123.422	7000
5	12	808	129.987.123.422	9000
6	12	309	129.987.123.422	8888
7	12	839	129.987.123.422	80
1	13	521	987.654.432.123	80
2	13	762	987.654.432.123	8080
3	13	955	987.654.432.123	8000
4	13	17	987.654.432.123	7000
5	13	154	987.654.432.123	9000
6	13	796	987.654.432.123	8888
7	13	913	987.654.432.123	80
1	14	338	456.423.0.124	80
2	14	367	456.423.0.124	8080
3	14	50	456.423.0.124	8000
4	14	192	456.423.0.124	7000
5	14	921	456.423.0.124	9000
6	14	529	456.423.0.124	8888
7	14	614	456.423.0.124	80
1	15	395	126.674.234.543	80
2	15	828	126.674.234.543	8080
3	15	516	126.674.234.543	8000
4	15	809	126.674.234.543	7000
5	15	749	126.674.234.543	9000
6	15	772	126.674.234.543	8888
7	15	588	126.674.234.543	80
