day	hour	value	ip	port
1	1	195	129.432.123.3	80
1	2	605	129.432.123.3	8080
1	3	16	129.432.123.3	8000
1	4	293	129.432.123.3	7000
1	5	325	129.432.123.3	9000
1	6	113	129.432.123.3	8888
1	7	493	129.432.123.3	80
1	8	990	129.432.123.3	8080
1	9	487	129.432.123.3	8000
1	10	617	129.432.123.3	7000
1	11	920	129.432.123.3	9000
1	12	403	129.432.123.3	8888
2	1	226	129.987.123.422	80
2	2	535	129.987.123.422	8080
2	3	668	129.987.123.422	8000
2	4	877	129.987.123.422	7000
2	5	719	129.987.123.422	9000
2	6	377	129.987.123.422	8888
2	7	890	129.987.123.422	80
2	8	264	129.987.123.422	8080
2	9	510	129.987.123.422	8000
2	10	767	129.987.123.422	7000
2	11	728	129.987.123.422	9000
2	12	930	129.987.123.422	8888
3	1	673	987.654.432.123	80
3	2	813	987.654.432.123	8080
3	3	502	987.654.432.123	8000
3	4	694	987.654.432.123	7000
3	5	563	987.654.432.123	9000
3	6	29	987.654.432.123	8888
3	7	981	987.654.432.123	80
3	8	30	987.654.432.123	8080
3	9	16	987.654.432.123	8000
3	10	453	987.654.432.123	7000
3	11	478	987.654.432.123	9000
3	12	542	987.654.432.123	8888
4	1	782	456.423.0.124	80
4	2	455	456.423.0.124	8080
4	3	700	456.423.0.124	8000
4	4	219	456.423.0.124	7000
4	5	813	456.423.0.124	9000
4	6	548	456.423.0.124	8888
4	7	613	456.423.0.124	80
4	8	872	456.423.0.124	8080
4	9	80	456.423.0.124	8000
4	10	760	456.423.0.124	7000
4	11	758	456.423.0.124	9000
4	12	970	456.423.0.124	8888
5	1	34	126.674.234.543	80
5	2	647	126.674.234.543	8080
5	3	91	126.674.234.543	8000
5	4	466	126.674.234.543	7000
5	5	779	126.674.234.543	9000
5	6	220	126.674.234.543	8888
5	7	587	126.674.234.543	80
5	8	728	126.674.234.543	8080
5	9	874	126.674.234.543	8000
5	10	671	126.674.234.543	7000
5	11	820	126.674.234.543	9000
5	12	154	126.674.234.543	8888
6	1	379	129.432.123.3	80
6	2	940	129.432.123.3	8080
6	3	440	129.432.123.3	8000
6	4	609	129.432.123.3	7000
6	5	834	129.432.123.3	9000
6	6	742	129.432.123.3	8888
6	7	59	129.432.123.3	80
6	8	436	129.432.123.3	8080
6	9	165	129.432.123.3	8000
6	10	685	129.432.123.3	7000
6	11	212	129.432.123.3	9000
6	12	567	129.432.123.3	8888
7	1	538	129.987.123.422	80
7	2	917	129.987.123.422	8080
7	3	912	129.987.123.422	8000
7	4	533	129.987.123.422	7000
7	5	245	129.987.123.422	9000
7	6	565	129.987.123.422	8888
7	7	116	129.987.123.422	80
7	8	829	129.987.123.422	8080
7	9	10	129.987.123.422	8000
7	10	0	129.987.123.422	7000
7	11	220	129.987.123.422	9000
7	12	547	129.987.123.422	8888
8	1	771	987.654.432.123	80
8	2	742	987.654.432.123	8080
8	3	368	987.654.432.123	8000
8	4	585	987.654.432.123	7000
