day	hour	value	ip	port
1	1	941	129.432.123.3	80
2	1	121	129.432.123.3	8080
3	1	353	129.432.123.3	8000
4	1	412	129.432.123.3	7000
5	1	503	129.432.123.3	9000
6	1	31	129.432.123.3	8888
7	1	314	129.432.123.3	80
1	2	935	129.987.123.422	80
2	2	645	129.987.123.422	8080
3	2	527	129.987.123.422	8000
4	2	786	129.987.123.422	7000
5	2	876	129.987.123.422	9000
6	2	875	129.987.123.422	8888
7	2	812	129.987.123.422	80
1	3	225	987.654.432.123	80
2	3	998	987.654.432.123	8080
3	3	974	987.654.432.123	8000
4	3	446	987.654.432.123	7000
5	3	147	987.654.432.123	9000
6	3	525	987.654.432.123	8888
7	3	432	987.654.432.123	80
1	4	660	456.423.0.124	80
2	4	80	456.423.0.124	8080
3	4	60	456.423.0.124	8000
4	4	848	456.423.0.124	7000
5	4	547	456.423.0.124	9000
6	4	655	456.423.0.124	8888
7	4	386	456.423.0.124	80
1	5	97	126.674.234.543	80
2	5	664	126.674.234.543	8080
3	5	841	126.674.234.543	8000
4	5	399	126.674.234.543	7000
5	5	796	126.674.234.543	9000
6	5	163	126.674.234.543	8888
7	5	860	126.674.234.543	80
1	6	655	129.432.123.3	80
2	6	813	129.432.123.3	8080
3	6	625	129.432.123.3	8000
4	6	337	129.432.123.3	7000
5	6	71	129.432.123.3	9000
6	6	829	129.432.123.3	8888
7	6	511	129.432.123.3	80
1	7	656	129.987.123.422	80
2	7	731	129.987.123.422	8080
3	7	525	129.987.123.422	8000
4	7	711	129.987.123.422	7000
5	7	153	129.987.123.422	9000
6	7	455	129.987.123.422	8888
7	7	26	129.987.123.422	80
1	8	708	987.654.432.123	80
2	8	977	987.654.432.123	8080
3	8	875	987.654.432.123	8000
4	8	541	987.654.432.123	7000
5	8	787	987.654.432.123	9000
6	8	560	987.654.432.123	8888
7	8	727	987.654.432.123	80
1	9	547	456.423.0.124	80
2	9	459	456.423.0.124	8080
3	9	434	456.423.0.124	8000
4	9	803	456.423.0.124	7000
5	9	393	456.423.0.124	9000
6	9	184	456.423.0.124	8888
7	9	961	456.423.0.124	80
1	10	818	126.674.234.543	80
2	10	485	126.674.234.543	8080
3	10	712	126.674.234.543	8000
4	10	961	126.674.234.543	7000
5	10	825	126.674.234.543	9000
6	10	4	126.674.234.543	8888
7	10	771	126.674.234.543	80
1	11	939	129.432.123.3	80
2	11	820	129.432.123.3	8080
3	11	412	129.432.123.3	8000
4	11	100	129.432.123.3	7000
5	11	498	129.432.123.3	9000
6	11	370	129.432.123.3	8888
7	11	376	129.432.123.3	80
1	12	113	129.987.123.422	80
2	12	219	129.987.123.422	8080
3	12	77	129.987.123.422	8000
4	12	714	129.987.123.422	7000
5	12	468	129.987.123.422	9000
6	12	749	129.987.123.422	8888
7	12	914	129.987.123.422	80
1	13	358	987.654.432.123	80
2	13	777	987.654.432.123	8080
3	13	233	987.654.432.123	8000
4	13	84	987.654.432.123	7000
5	13	5	987.654.432.123	9000
6	13	764	987.654.432.123	8888
7	13	608	987.654.432.123	80
1	14	592	456.423.0.124	80
2	14	477	456.423.0.124	8080
3	14	391	456.423.0.124	8000
4	14	290	456.423.0.124	7000
5	14	929	456.423.0.124	9000
6	14	781	456.423.0.124	8888
7	14	416	456.423.0.124	80
1	15	822	126.674.234.543	80
2	15	34	126.674.234.543	8080
3	15	125	126.674.234.543	8000
4	15	718	126.674.234.543	7000
5	15	125	126.674.234.543	9000
6	15	271	126.674.234.543	8888
7	15	199	126.674.234.543	80
