day	hour	value	ip	port
1	1	479	129.432.123.3	80
1	2	186	129.432.123.3	8080
1	3	718	129.432.123.3	8000
1	4	510	129.432.123.3	7000
1	5	729	129.432.123.3	9000
1	6	243	129.432.123.3	8888
1	7	227	129.432.123.3	80
1	8	553	129.432.123.3	8080
1	9	898	129.432.123.3	8000
1	10	769	129.432.123.3	7000
1	11	677	129.432.123.3	9000
1	12	263	129.432.123.3	8888
2	1	367	129.987.123.422	80
2	2	48	129.987.123.422	8080
2	3	20	129.987.123.422	8000
2	4	322	129.987.123.422	7000
2	5	713	129.987.123.422	9000
2	6	760	129.987.123.422	8888
2	7	128	129.987.123.422	80
2	8	25	129.987.123.422	8080
2	9	281	129.987.123.422	8000
2	10	146	129.987.123.422	7000
2	11	88	129.987.123.422	9000
2	12	103	129.987.123.422	8888
3	1	353	987.654.432.123	80
3	2	488	987.654.432.123	8080
3	3	457	987.654.432.123	8000
3	4	875	987.654.432.123	7000
3	5	452	987.654.432.123	9000
3	6	101	987.654.432.123	8888
3	7	493	987.654.432.123	80
3	8	903	987.654.432.123	8080
3	9	110	987.654.432.123	8000
3	10	733	987.654.432.123	7000
3	11	531	987.654.432.123	9000
3	12	534	987.654.432.123	8888
4	1	29	456.423.0.124	80
4	2	488	456.423.0.124	8080
4	3	993	456.423.0.124	8000
4	4	148	456.423.0.124	7000
4	5	176	456.423.0.124	9000
4	6	818	456.423.0.124	8888
4	7	156	456.423.0.124	80
4	8	330	456.423.0.124	8080
4	9	131	456.423.0.124	8000
4	10	573	456.423.0.124	7000
4	11	328	456.423.0.124	9000
4	12	819	456.423.0.124	8888
5	1	211	126.674.234.543	80
5	2	317	126.674.234.543	8080
5	3	586	126.674.234.543	8000
5	4	244	126.674.234.543	7000
5	5	302	126.674.234.543	9000
5	6	285	126.674.234.543	8888
5	7	571	126.674.234.543	80
5	8	500	126.674.234.543	8080
5	9	922	126.674.234.543	8000
5	10	431	126.674.234.543	7000
5	11	78	126.674.234.543	9000
5	12	781	126.674.234.543	8888
6	1	573	129.432.123.3	80
6	2	413	129.432.123.3	8080
6	3	722	129.432.123.3	8000
6	4	580	129.432.123.3	7000
6	5	868	129.432.123.3	9000
6	6	364	129.432.123.3	8888
6	7	925	129.432.123.3	80
6	8	961	129.432.123.3	8080
6	9	69	129.432.123.3	8000
6	10	96	129.432.123.3	7000
6	11	764	129.432.123.3	9000
6	12	909	129.432.123.3	8888
7	1	888	129.987.123.422	80
7	2	146	129.987.123.422	8080
7	3	266	129.987.123.422	8000
7	4	505	129.987.123.422	7000
7	5	313	129.987.123.422	9000
7	6	733	129.987.123.422	8888
7	7	891	129.987.123.422	80
7	8	498	129.987.123.422	8080
7	9	877	129.987.123.422	8000
7	10	501	129.987.123.422	7000
7	11	472	129.987.123.422	9000
7	12	997	129.987.123.422	8888
8	1	486	987.654.432.123	80
8	2	964	987.654.432.123	8080
8	3	499	987.654.432.123	8000
8	4	426	987.654.432.123	7000
8	5	335	987.654.432.123	9000
8	6	95	987.654.432.123	8888
8	7	3	987.654.432.123	80
8	8	927	987.654.432.123	8080
8	9	985	987.654.432.123	8000
8	10	868	987.654.432.123	7000
8	11	106	987.654.432.123	9000
8	12	75	987.654.432.123	8888
9	1	632	456.423.0.124	80
9	2	972	456.423.0.124	8080
9	3	263	456.423.0.124	8000
9	4	645	456.423.0.124	7000
9	5	150	456.423.0.124	9000
9	6	848	456.423.0.124	8888
9	7	206	456.423.0.124	80
9	8	194	456.423.0.124	8080
9	9	51	456.423.0.124	8000
9	10	781	456.423.0.124	7000
9	11	557	456.423.0.124	9000
9	12	216	456.423.0.124	8888
10	1	433	126.674.234.543	80
10	2	245	126.674.234.543	8080
10	3	301	126.674.234.543	8000
10	4	216	126.674.234.543	7000
10	5	326	126.674.234.543	9000
10	6	828	126.674.234.543	8888
10	7	632	126.674.234.543	80
10	8	371	126.674.234.543	8080
10	9	590	126.674.234.543	8000
10	10	468	126.674.234.543	7000
10	11	517	126.674.234.543	9000
10	12	776	126.674.234.543	8888
11	1	379	129.432.123.3	80
11	2	269	129.432.123.3	8080
11	3	572	129.432.123.3	8000
11	4	283	129.432.123.3	7000
11	5	618	129.432.123.3	9000
11	6	539	129.432.123.3	8888
11	7	18	129.432.123.3	80
11	8	865	129.432.123.3	8080
11	9	925	129.432.123.3	8000
11	10	670	129.432.123.3	7000
11	11	786	129.432.123.3	9000
11	12	469	129.432.123.3	8888
12	1	532	129.987.123.422	80
12	2	50	129.987.123.422	8080
12	3	466	129.987.123.422	8000
12	4	362	129.987.123.422	7000
12	5	88	129.987.123.422	9000
12	6	124	129.987.123.422	8888
12	7	151	129.987.123.422	80
12	8	630	129.987.123.422	8080
12	9	517	129.987.123.422	8000
12	10	505	129.987.123.422	7000
12	11	571	129.987.123.422	9000
12	12	920	129.987.123.422	8888
13	1	140	987.654.432.123	80
13	2	693	987.654.432.123	8080
13	3	672	987.654.432.123	8000
13	4	543	987.654.432.123	7000
13	5	850	987.654.432.123	9000
13	6	723	987.654.432.123	8888
13	7	640	987.654.432.123	80
13	8	378	987.654.432.123	8080
13	9	962	987.654.432.123	8000
13	10	656	987.654.432.123	7000
13	11	720	987.654.432.123	9000
13	12	333	987.654.432.123	8888
14	1	696	456.423.0.124	80
14	2	900	456.423.0.124	8080
14	3	644	456.423.0.124	8000
14	4	103	456.423.0.124	7000
14	5	130	456.423.0.124	9000
14	6	332	456.423.0.124	8888
14	7	762	456.423.0.124	80
14	8	585	456.423.0.124	8080
14	9	413	456.423.0.124	8000
14	10	53	456.423.0.124	7000
14	11	728	456.423.0.124	9000
14	12	643	456.423.0.124	8888
15	1	537	126.674.234.543	80
15	2	198	126.674.234.543	8080
15	3	202	126.674.234.543	8000
15	4	810	126.674.234.543	7000
15	5	966	126.674.234.543	9000
15	6	969	126.674.234.543	8888
15	7	683	126.674.234.543	80
15	8	664	126.674.234.543	8080
15	9	65	126.674.234.543	8000
15	10	804	126.674.234.543	7000
15	11	596	126.674.234.543	9000
15	12	607	126.674.234.543	8888
