day	hour	value	ip	port
1	1	208	129.432.123.3	80
2	1	381	129.432.123.3	8080
3	1	321	129.432.123.3	8000
4	1	64	129.432.123.3	7000
5	1	364	129.432.123.3	9000
6	1	707	129.432.123.3	8888
7	1	608	129.432.123.3	80
1	2	981	129.987.123.422	80
2	2	34	129.987.123.422	8080
3	2	250	129.987.123.422	8000
4	2	987	129.987.123.422	7000
5	2	703	129.987.123.422	9000
6	2	489	129.987.123.422	8888
7	2	38	129.987.123.422	80
1	3	413	987.654.432.123	80
2	3	141	987.654.432.123	8080
3	3	635	987.654.432.123	8000
4	3	603	987.654.432.123	7000
5	3	137	987.654.432.123	9000
6	3	502	987.654.432.123	8888
7	3	612	987.654.432.123	80
1	4	393	456.423.0.124	80
2	4	354	456.423.0.124	8080
3	4	761	456.423.0.124	8000
4	4	52	456.423.0.124	7000
5	4	890	456.423.0.124	9000
6	4	917	456.423.0.124	8888
7	4	399	456.423.0.124	80
1	5	419	126.674.234.543	80
2	5	940	126.674.234.543	8080
3	5	98	126.674.234.543	8000
4	5	234	126.674.234.543	7000
5	5	12	126.674.234.543	9000
6	5	31	126.674.234.543	8888
7	5	888	126.674.234.543	80
1	6	524	129.432.123.3	80
2	6	633	129.432.123.3	8080
3	6	450	129.432.123.3	8000
4	6	728	129.432.123.3	7000
5	6	840	129.432.123.3	9000
6	6	355	129.432.123.3	8888
7	6	749	129.432.123.3	80
1	7	798	129.987.123.422	80
2	7	838	129.987.123.422	8080
3	7	640	129.987.123.422	8000
4	7	31	129.987.123.422	7000
5	7	7	129.987.123.422	9000
6	7	513	129.987.123.422	8888
7	7	898	129.987.123.422	80
1	8	175	987.654.432.123	80
2	8	504	987.654.432.123	8080
3	8	445	987.654.432.123	8000
4	8	846	987.654.432.123	7000
5	8	949	987.654.432.123	9000
6	8	241	987.654.432.123	8888
7	8	305	987.654.432.123	80
1	9	527	456.423.0.124	80
2	9	361	456.423.0.124	8080
3	9	625	456.423.0.124	8000
4	9	757	456.423.0.124	7000
5	9	615	456.423.0.124	9000
6	9	765	456.423.0.124	8888
7	9	701	456.423.0.124	80
1	10	391	126.674.234.543	80
2	10	121	126.674.234.543	8080
3	10	612	126.674.234.543	8000
4	10	251	126.674.234.543	7000
5	10	542	126.674.234.543	9000
6	10	432	126.674.234.543	8888
7	10	692	126.674.234.543	80
1	11	741	129.432.123.3	80
2	11	687	129.432.123.3	8080
3	11	117	129.432.123.3	8000
4	11	54	129.432.123.3	7000
5	11	40	129.432.123.3	9000
6	11	757	129.432.123.3	8888
7	11	528	129.432.123.3	80
1	12	598	129.987.123.422	80
2	12	886	129.987.123.422	8080
3	12	554	129.987.123.422	8000
4	12	675	129.987.123.422	7000
5	12	953	129.987.123.422	9000
6	12	803	129.987.123.422	8888
7	12	129	129.987.123.422	80
1	13	724	987.654.432.123	80
2	13	265	987.654.432.123	8080
3	13	209	987.654.432.123	8000
4	13	966	987.654.432.123	7000
5	13	561	987.654.432.123	9000
6	13	955	987.654.432.123	8888
7	13	243	987.654.432.123	80
1	14	610	456.423.0.124	80
2	14	639	456.423.0.124	8080
3	14	124	456.423.0.124	8000
4	14	243	456.423.0.124	7000
5	14	805	456.423.0.124	9000
6	14	773	456.423.0.124	8888
7	14	33	456.423.0.124	80
1	15	201	126.674.234.543	80
2	15	184	126.674.234.543	8080
3	15	926	126.674.234.543	8000
4	15	520	126.674.234.543	7000
5	15	139	126.674.234.543	9000
6	15	724	126.674.234.543	8888
7	15	947	126.674.234.543	80
