day	hour	value	ip	port
1	1	532	129.432.123.3	80
2	1	839	129.432.123.3	8080
3	1	802	129.432.123.3	8000
4	1	606	129.432.123.3	7000
5	1	989	129.432.123.3	9000
6	1	53	129.432.123.3	8888
7	1	556	129.432.123.3	80
1	2	752	129.987.123.422	80
2	2	679	129.987.123.422	8080
3	2	347	129.987.123.422	8000
4	2	353	129.987.123.422	7000
5	2	83	129.987.123.422	9000
6	2	238	129.987.123.422	8888
7	2	314	129.987.123.422	80
1	3	549	987.654.432.123	80
2	3	925	987.654.432.123	8080
3	3	634	987.654.432.123	8000
4	3	694	987.654.432.123	7000
5	3	320	987.654.432.123	9000
6	3	360	987.654.432.123	8888
7	3	492	987.654.432.123	80
1	4	305	456.423.0.124	80
2	4	172	456.423.0.124	8080
3	4	686	456.423.0.124	8000
4	4	664	456.423.0.124	7000
5	4	295	456.423.0.124	9000
6	4	195	456.423.0.124	8888
7	4	23	456.423.0.124	80
1	5	553	126.674.234.543	80
2	5	892	126.674.234.543	8080
3	5	525	126.674.234.543	8000
4	5	925	126.674.234.543	7000
5	5	886	126.674.234.543	9000
6	5	391	126.674.234.543	8888
7	5	189	126.674.234.543	80
1	6	699	129.432.123.3	80
2	6	211	129.432.123.3	8080
3	6	382	129.432.123.3	8000
4	6	520	129.432.123.3	7000
5	6	421	129.432.123.3	9000
6	6	233	129.432.123.3	8888
7	6	176	129.432.123.3	80
1	7	113	129.987.123.422	80
2	7	503	129.987.123.422	8080
3	7	741	129.987.123.422	8000
4	7	804	129.987.123.422	7000
5	7	770	129.987.123.422	9000
6	7	129	129.987.123.422	8888
7	7	739	129.987.123.422	80
1	8	985	987.654.432.123	80
2	8	235	987.654.432.123	8080
3	8	430	987.654.432.123	8000
4	8	365	987.654.432.123	7000
5	8	973	987.654.432.123	9000
6	8	977	987.654.432.123	8888
7	8	561	987.654.432.123	80
1	9	158	456.423.0.124	80
2	9	190	456.423.0.124	8080
3	9	413	456.423.0.124	8000
4	9	388	456.423.0.124	7000
5	9	689	456.423.0.124	9000
6	9	453	456.423.0.124	8888
7	9	501	456.423.0.124	80
1	10	458	126.674.234.543	80
2	10	32	126.674.234.543	8080
3	10	41	126.674.234.543	8000
4	10	2	126.674.234.543	7000
5	10	937	126.674.234.543	9000
6	10	351	126.674.234.543	8888
7	10	509	126.674.234.543	80
1	11	573	129.432.123.3	80
2	11	833	129.432.123.3	8080
3	11	990	129.432.123.3	8000
4	11	569	129.432.123.3	7000
5	11	29	129.432.123.3	9000
6	11	655	129.432.123.3	8888
7	11	444	129.432.123.3	80
1	12	132	129.987.123.422	80
2	12	341	129.987.123.422	8080
3	12	522	129.987.123.422	8000
4	12	607	129.987.123.422	7000
5	12	830	129.987.123.422	9000
6	12	45	129.987.123.422	8888
7	12	836	129.987.123.422	80
1	13	674	987.654.432.123	80
2	13	66	987.654.432.123	8080
3	13	223	987.654.432.123	8000
4	13	813	987.654.432.123	7000
5	13	538	987.654.432.123	9000
6	13	634	987.654.432.123	8888
7	13	808	987.654.432.123	80
1	14	756	456.423.0.124	80
2	14	494	456.423.0.124	8080
3	14	597	456.423.0.124	8000
4	14	305	456.423.0.124	7000
5	14	30	456.423.0.124	9000
6	14	197	456.423.0.124	8888
7	14	762	456.423.0.124	80
1	15	413	126.674.234.543	80
2	15	201	126.674.234.543	8080
3	15	570	126.674.234.543	8000
4	15	596	126.674.234.543	7000
5	15	600	126.674.234.543	9000
6	15	623	126.674.234.543	8888
7	15	115	126.674.234.543	80
