day	hour	value	ip	port
1	1	125	129.432.123.3	80
2	1	180	129.432.123.3	8080
3	1	117	129.432.123.3	8000
4	1	926	129.432.123.3	7000
5	1	666	129.432.123.3	9000
6	1	490	129.432.123.3	8888
7	1	54	129.432.123.3	80
1	2	578	129.987.123.422	80
2	2	51	129.987.123.422	8080
3	2	211	129.987.123.422	8000
4	2	862	129.987.123.422	7000
5	2	89	129.987.123.422	9000
6	2	292	129.987.123.422	8888
7	2	981	129.987.123.422	80
1	3	485	987.654.432.123	80
2	3	491	987.654.432.123	8080
3	3	100	987.654.432.123	8000
4	3	490	987.654.432.123	7000
5	3	454	987.654.432.123	9000
6	3	213	987.654.432.123	8888
7	3	327	987.654.432.123	80
1	4	553	456.423.0.124	80
2	4	14	456.423.0.124	8080
3	4	397	456.423.0.124	8000
4	4	508	456.423.0.124	7000
5	4	633	456.423.0.124	9000
6	4	761	456.423.0.124	8888
7	4	9	456.423.0.124	80
1	5	150	126.674.234.543	80
2	5	396	126.674.234.543	8080
3	5	652	126.674.234.543	8000
4	5	346	126.674.234.543	7000
5	5	102	126.674.234.543	9000
6	5	997	126.674.234.543	8888
7	5	399	126.674.234.543	80
1	6	70	129.432.123.3	80
2	6	40	129.432.123.3	8080
3	6	958	129.432.123.3	8000
4	6	818	129.432.123.3	7000
5	6	29	129.432.123.3	9000
6	6	240	129.432.123.3	8888
7	6	188	129.432.123.3	80
1	7	71	129.987.123.422	80
2	7	973	129.987.123.422	8080
3	7	535	129.987.123.422	8000
4	7	334	129.987.123.422	7000
5	7	894	129.987.123.422	9000
6	7	696	129.987.123.422	8888
7	7	943	129.987.123.422	80
1	8	332	987.654.432.123	80
2	8	73	987.654.432.123	8080
3	8	477	987.654.432.123	8000
4	8	93	987.654.432.123	7000
5	8	580	987.654.432.123	9000
6	8	45	987.654.432.123	8888
7	8	653	987.654.432.123	80
1	9	52	456.423.0.124	80
2	9	86	456.423.0.124	8080
3	9	705	456.423.0.124	8000
4	9	109	456.423.0.124	7000
5	9	491	456.423.0.124	9000
6	9	95	456.423.0.124	8888
7	9	235	456.423.0.124	80
1	10	973	126.674.234.543	80
2	10	739	126.674.234.543	8080
3	10	351	126.674.234.543	8000
4	10	535	126.674.234.543	7000
5	10	40	126.674.234.543	9000
6	10	345	126.674.234.543	8888
7	10	377	126.674.234.543	80
1	11	820	129.432.123.3	80
2	11	928	129.432.123.3	8080
3	11	293	129.432.123.3	8000
4	11	440	129.432.123.3	7000
5	11	541	129.432.123.3	9000
6	11	332	129.432.123.3	8888
7	11	416	129.432.123.3	80
1	12	4	129.987.123.422	80
2	12	181	129.987.123.422	8080
3	12	700	129.987.123.422	8000
4	12	287	129.987.123.422	7000
5	12	886	129.987.123.422	9000
6	12	955	129.987.123.422	8888
7	12	287	129.987.123.422	80
1	13	5	987.654.432.123	80
2	13	708	987.654.432.123	8080
3	13	543	987.654.432.123	8000
4	13	908	987.654.432.123	7000
5	13	669	987.654.432.123	9000
6	13	870	987.654.432.123	8888
7	13	45	987.654.432.123	80
1	14	787	456.423.0.124	80
2	14	64	456.423.0.124	8080
3	14	705	456.423.0.124	8000
4	14	923	456.423.0.124	7000
5	14	79	456.423.0.124	9000
6	14	11	456.423.0.124	8888
7	14	565	456.423.0.124	80
1	15	964	126.674.234.543	80
2	15	49	126.674.234.543	8080
3	15	65	126.674.234.543	8000
4	15	17	126.674.234.543	7000
5	15	840	126.674.234.543	9000
6	15	591	126.674.234.543	8888
7	15	174	126.674.234.543	80
