day	hour	value	ip	port
1	1	519	129.432.123.3	80
2	1	555	129.432.123.3	8080
3	1	406	129.432.123.3	8000
4	1	810	129.432.123.3	7000
5	1	560	129.432.123.3	9000
6	1	353	129.432.123.3	8888
7	1	617	129.432.123.3	80
1	2	130	129.987.123.422	80
2	2	216	129.987.123.422	8080
3	2	18	129.987.123.422	8000
4	2	376	129.987.123.422	7000
5	2	798	129.987.123.422	9000
6	2	695	129.987.123.422	8888
7	2	212	129.987.123.422	80
1	3	347	987.654.432.123	80
2	3	974	987.654.432.123	8080
3	3	693	987.654.432.123	8000
4	3	60	987.654.432.123	7000
5	3	411	987.654.432.123	9000
6	3	156	987.654.432.123	8888
7	3	60	987.654.432.123	80
1	4	98	456.423.0.124	80
2	4	742	456.423.0.124	8080
3	4	901	456.423.0.124	8000
4	4	640	456.423.0.124	7000
5	4	556	456.423.0.124	9000
6	4	728	456.423.0.124	8888
7	4	312	456.423.0.124	80
1	5	292	126.674.234.543	80
2	5	554	126.674.234.543	8080
3	5	81	126.674.234.543	8000
4	5	803	126.674.234.543	7000
5	5	846	126.674.234.543	9000
6	5	187	126.674.234.543	8888
7	5	898	126.674.234.543	80
1	6	117	129.432.123.3	80
2	6	905	129.432.123.3	8080
3	6	752	129.432.123.3	8000
4	6	164	129.432.123.3	7000
5	6	531	129.432.123.3	9000
6	6	628	129.432.123.3	8888
7	6	182	129.432.123.3	80
1	7	457	129.987.123.422	80
2	7	649	129.987.123.422	8080
3	7	63	129.987.123.422	8000
4	7	635	129.987.123.422	7000
5	7	789	129.987.123.422	9000
6	7	562	129.987.123.422	8888
7	7	299	129.987.123.422	80
1	8	847	987.654.432.123	80
2	8	35	987.654.432.123	8080
3	8	69	987.654.432.123	8000
4	8	345	987.654.432.123	7000
5	8	318	987.654.432.123	9000
6	8	912	987.654.432.123	8888
7	8	38	987.654.432.123	80
1	9	696	456.423.0.124	80
2	9	635	456.423.0.124	8080
3	9	789	456.423.0.124	8000
4	9	947	456.423.0.124	7000
5	9	198	456.423.0.124	9000
6	9	760	456.423.0.124	8888
7	9	737	456.423.0.124	80
1	10	737	126.674.234.543	80
2	10	963	126.674.234.543	8080
3	10	383	126.674.234.543	8000
4	10	146	126.674.234.543	7000
5	10	159	126.674.234.543	9000
6	10	415	126.674.234.543	8888
7	10	640	126.674.234.543	80
1	11	439	129.432.123.3	80
2	11	757	129.432.123.3	8080
3	11	403	129.432.123.3	8000
4	11	457	129.432.123.3	7000
5	11	118	129.432.123.3	9000
6	11	972	129.432.123.3	8888
7	11	322	129.432.123.3	80
1	12	798	129.987.123.422	80
2	12	890	129.987.123.422	8080
3	12	529	129.987.123.422	8000
4	12	971	129.987.123.422	7000
5	12	791	129.987.123.422	9000
6	12	591	129.987.123.422	8888
7	12	100	129.987.123.422	80
1	13	78	987.654.432.123	80
2	13	466	987.654.432.123	8080
3	13	146	987.654.432.123	8000
4	13	456	987.654.432.123	7000
5	13	630	987.654.432.123	9000
6	13	648	987.654.432.123	8888
7	13	214	987.654.432.123	80
1	14	554	456.423.0.124	80
2	14	892	456.423.0.124	8080
3	14	707	456.423.0.124	8000
4	14	885	456.423.0.124	7000
5	14	963	456.423.0.124	9000
6	14	365	456.423.0.124	8888
7	14	906	456.423.0.124	80
1	15	42	126.674.234.543	80
2	15	799	126.674.234.543	8080
3	15	212	126.674.234.543	8000
4	15	538	126.674.234.543	7000
5	15	604	126.674.234.543	9000
6	15	884	126.674.234.543	8888
7	15	326	126.674.234.543	80
