day	hour	value	ip	port
1	1	982	129.432.123.3	80
1	2	34	129.432.123.3	8080
1	3	603	129.432.123.3	8000
1	4	335	129.432.123.3	7000
1	5	632	129.432.123.3	9000
1	6	113	129.432.123.3	8888
1	7	283	129.432.123.3	80
1	8	941	129.432.123.3	8080
1	9	520	129.432.123.3	8000
1	10	65	129.432.123.3	7000
1	11	256	129.432.123.3	9000
1	12	263	129.432.123.3	8888
2	1	512	129.987.123.422	80
2	2	918	129.987.123.422	8080
2	3	414	129.987.123.422	8000
2	4	297	129.987.123.422	7000
2	5	872	129.987.123.422	9000
2	6	345	129.987.123.422	8888
2	7	882	129.987.123.422	80
2	8	39	129.987.123.422	8080
2	9	420	129.987.123.422	8000
2	10	917	129.987.123.422	7000
2	11	972	129.987.123.422	9000
2	12	291	129.987.123.422	8888
3	1	51	987.654.432.123	80
3	2	836	987.654.432.123	8080
3	3	939	987.654.432.123	8000
3	4	757	987.654.432.123	7000
3	5	131	987.654.432.123	9000
3	6	275	987.654.432.123	8888
3	7	259	987.654.432.123	80
3	8	854	987.654.432.123	8080
3	9	359	987.654.432.123	8000
3	10	200	987.654.432.123	7000
3	11	947	987.654.432.123	9000
3	12	966	987.654.432.123	8888
4	1	63	456.423.0.124	80
4	2	656	456.423.0.124	8080
4	3	36	456.423.0.124	8000
4	4	546	456.423.0.124	7000
4	5	287	456.423.0.124	9000
4	6	83	456.423.0.124	8888
4	7	131	456.423.0.124	80
4	8	513	456.423.0.124	8080
4	9	442	456.423.0.124	8000
4	10	469	456.423.0.124	7000
4	11	811	456.423.0.124	9000
4	12	459	456.423.0.124	8888
5	1	353	126.674.234.543	80
5	2	992	126.674.234.543	8080
5	3	74	126.674.234.543	8000
5	4	662	126.674.234.543	7000
5	5	707	126.674.234.543	9000
5	6	757	126.674.234.543	8888
5	7	81	126.674.234.543	80
5	8	474	126.674.234.543	8080
5	9	719	126.674.234.543	8000
5	10	983	126.674.234.543	7000
5	11	660	126.674.234.543	9000
5	12	325	126.674.234.543	8888
6	1	924	129.432.123.3	80
6	2	424	129.432.123.3	8080
6	3	135	129.432.123.3	8000
6	4	387	129.432.123.3	7000
6	5	505	129.432.123.3	9000
6	6	589	129.432.123.3	8888
6	7	469	129.432.123.3	80
6	8	944	129.432.123.3	8080
6	9	64	129.432.123.3	8000
6	10	602	129.432.123.3	7000
6	11	881	129.432.123.3	9000
6	12	971	129.432.123.3	8888
7	1	7	129.987.123.422	80
7	2	242	129.987.123.422	8080
7	3	419	129.987.123.422	8000
7	4	739	129.987.123.422	7000
7	5	440	129.987.123.422	9000
7	6	859	129.987.123.422	8888
7	7	689	129.987.123.422	80
7	8	708	129.987.123.422	8080
7	9	563	129.987.123.422	8000
7	10	145	129.987.123.422	7000
7	11	306	129.987.123.422	9000
7	12	968	129.987.123.422	8888
8	1	762	987.654.432.123	80
8	2	376	987.654.432.123	8080
8	3	808	987.654.432.123	8000
8	4	404	987.654.432.123	7000
8	5	723	987.654.432.123	9000
8	6	363	987.654.432.123	8888
8	7	402	987.654.432.123	80
8	8	984	987.654.432.123	8080
8	9	226	987.654.432.123	8000
8	10	193	987.654.432.123	7000
8	11	754	987.654.432.123	9000
8	12	535	987.654.432.123	8888
9	1	45	456.423.0.124	80
9	2	832	456.423.0.124	8080
9	3	663	456.423.0.124	8000
9	4	256	456.423.0.124	7000
9	5	536	456.423.0.124	9000
9	6	980	456.423.0.124	8888
9	7	410	456.423.0.124	80
9	8	213	456.423.0.124	8080
9	9	20	456.423.0.124	8000
9	10	276	456.423.0.124	7000
9	11	438	456.423.0.124	9000
9	12	717	456.423.0.124	8888
10	1	386	126.674.234.543	80
10	2	697	126.674.234.543	8080
10	3	333	126.674.234.543	8000
10	4	675	126.674.234.543	7000
10	5	36	126.674.234.543	9000
10	6	668	126.674.234.543	8888
10	7	708	126.674.234.543	80
10	8	553	126.674.234.543	8080
10	9	616	126.674.234.543	8000
10	10	187	126.674.234.543	7000
10	11	893	126.674.234.543	9000
10	12	349	126.674.234.543	8888
11	1	398	129.432.123.3	80
11	2	421	129.432.123.3	8080
11	3	308	129.432.123.3	8000
11	4	564	129.432.123.3	7000
11	5	132	129.432.123.3	9000
11	6	161	129.432.123.3	8888
11	7	865	129.432.123.3	80
11	8	441	129.432.123.3	8080
11	9	68	129.432.123.3	8000
11	10	931	129.432.123.3	7000
11	11	882	129.432.123.3	9000
