day	hour	value	ip	port
1	1	301	129.432.123.3	80
2	1	108	129.432.123.3	8080
3	1	795	129.432.123.3	8000
4	1	130	129.432.123.3	7000
5	1	536	129.432.123.3	9000
6	1	692	129.432.123.3	8888
7	1	295	129.432.123.3	80
1	2	802	129.987.123.422	80
2	2	696	129.987.123.422	8080
3	2	777	129.987.123.422	8000
4	2	198	129.987.123.422	7000
5	2	2	129.987.123.422	9000
6	2	580	129.987.123.422	8888
7	2	633	129.987.123.422	80
1	3	518	987.654.432.123	80
2	3	681	987.654.432.123	8080
3	3	156	987.654.432.123	8000
4	3	811	987.654.432.123	7000
5	3	496	987.654.432.123	9000
6	3	166	987.654.432.123	8888
7	3	118	987.654.432.123	80
1	4	76	456.423.0.124	80
2	4	697	456.423.0.124	8080
3	4	691	456.423.0.124	8000
4	4	963	456.423.0.124	7000
5	4	748	456.423.0.124	9000
6	4	431	456.423.0.124	8888
7	4	535	456.423.0.124	80
1	5	497	126.674.234.543	80
2	5	708	126.674.234.543	8080
3	5	235	126.674.234.543	8000
4	5	16	126.674.234.543	7000
5	5	275	126.674.234.543	9000
6	5	658	126.674.234.543	8888
7	5	803	126.674.234.543	80
1	6	690	129.432.123.3	80
2	6	768	129.432.123.3	8080
3	6	696	129.432.123.3	8000
4	6	715	129.432.123.3	7000
5	6	281	129.432.123.3	9000
6	6	524	129.432.123.3	8888
7	6	763	129.432.123.3	80
1	7	493	129.987.123.422	80
2	7	851	129.987.123.422	8080
3	7	22	129.987.123.422	8000
4	7	914	129.987.123.422	7000
5	7	148	129.987.123.422	9000
6	7	421	129.987.123.422	8888
7	7	724	129.987.123.422	80
1	8	619	987.654.432.123	80
2	8	398	987.654.432.123	8080
3	8	834	987.654.432.123	8000
4	8	875	987.654.432.123	7000
5	8	980	987.654.432.123	9000
6	8	817	987.654.432.123	8888
7	8	949	987.654.432.123	80
1	9	120	456.423.0.124	80
2	9	258	456.423.0.124	8080
3	9	699	456.423.0.124	8000
4	9	223	456.423.0.124	7000
5	9	803	456.423.0.124	9000
6	9	114	456.423.0.124	8888
7	9	570	456.423.0.124	80
1	10	658	126.674.234.543	80
2	10	764	126.674.234.543	8080
3	10	284	126.674.234.543	8000
4	10	230	126.674.234.543	7000
5	10	251	126.674.234.543	9000
6	10	870	126.674.234.543	8888
7	10	818	126.674.234.543	80
1	11	367	129.432.123.3	80
2	11	383	129.432.123.3	8080
3	11	959	129.432.123.3	8000
4	11	616	129.432.123.3	7000
5	11	488	129.432.123.3	9000
6	11	839	129.432.123.3	8888
7	11	430	129.432.123.3	80
1	12	906	129.987.123.422	80
2	12	502	129.987.123.422	8080
3	12	125	129.987.123.422	8000
4	12	799	129.987.123.422	7000
5	12	978	129.987.123.422	9000
6	12	308	129.987.123.422	8888
7	12	845	129.987.123.422	80
1	13	332	987.654.432.123	80
2	13	941	987.654.432.123	8080
3	13	989	987.654.432.123	8000
4	13	400	987.654.432.123	7000
5	13	820	987.654.432.123	9000
6	13	394	987.654.432.123	8888
7	13	174	987.654.432.123	80
1	14	776	456.423.0.124	80
2	14	276	456.423.0.124	8080
3	14	791	456.423.0.124	8000
4	14	298	456.423.0.124	7000
5	14	51	456.423.0.124	9000
6	14	729	456.423.0.124	8888
7	14	344	456.423.0.124	80
1	15	49	126.674.234.543	80
2	15	292	126.674.234.543	8080
3	15	557	126.674.234.543	8000
4	15	557	126.674.234.543	7000
5	15	621	126.674.234.543	9000
6	15	831	126.674.234.543	8888
7	15	155	126.674.234.543	80
