day	hour	value	ip	port
1	1	190	129.432.123.3	80
1	2	292	129.432.123.3	8080
1	3	255	129.432.123.3	8000
1	4	563	129.432.123.3	7000
1	5	45	129.432.123.3	9000
1	6	486	129.432.123.3	8888
1	7	147	129.432.123.3	80
1	8	80	129.432.123.3	8080
1	9	801	129.432.123.3	8000
1	10	952	129.432.123.3	7000
1	11	96	129.432.123.3	9000
1	12	782	129.432.123.3	8888
2	1	436	129.987.123.422	80
2	2	278	129.987.123.422	8080
2	3	544	129.987.123.422	8000
2	4	36	129.987.123.422	7000
2	5	861	129.987.123.422	9000
2	6	928	129.987.123.422	8888
2	7	938	129.987.123.422	80
2	8	378	129.987.123.422	8080
2	9	186	129.987.123.422	8000
2	10	694	129.987.123.422	7000
2	11	111	129.987.123.422	9000
2	12	330	129.987.123.422	8888
3	1	902	987.654.432.123	80
3	2	185	987.654.432.123	8080
3	3	55	987.654.432.123	8000
3	4	536	987.654.432.123	7000
3	5	214	987.654.432.123	9000
3	6	355	987.654.432.123	8888
3	7	812	987.654.432.123	80
3	8	755	987.654.432.123	8080
3	9	430	987.654.432.123	8000
3	10	100	987.654.432.123	7000
3	11	33	987.654.432.123	9000
3	12	534	987.654.432.123	8888
4	1	254	456.423.0.124	80
4	2	719	456.423.0.124	8080
4	3	129	456.423.0.124	8000
4	4	283	456.423.0.124	7000
4	5	633	456.423.0.124	9000
4	6	193	456.423.0.124	8888
4	7	277	456.423.0.124	80
4	8	597	456.423.0.124	8080
4	9	124	456.423.0.124	8000
4	10	857	456.423.0.124	7000
4	11	8	456.423.0.124	9000
4	12	188	456.423.0.124	8888
5	1	177	126.674.234.543	80
5	2	547	126.674.234.543	8080
5	3	564	126.674.234.543	8000
5	4	349	126.674.234.543	7000
5	5	308	126.674.234.543	9000
5	6	634	126.674.234.543	8888
5	7	155	126.674.234.543	80
5	8	765	126.674.234.543	8080
5	9	632	126.674.234.543	8000
5	10	958	126.674.234.543	7000
5	11	904	126.674.234.543	9000
5	12	669	126.674.234.543	8888
6	1	156	129.432.123.3	80
6	2	43	129.432.123.3	8080
6	3	251	129.432.123.3	8000
6	4	49	129.432.123.3	7000
6	5	908	129.432.123.3	9000
6	6	881	129.432.123.3	8888
6	7	878	129.432.123.3	80
6	8	746	129.432.123.3	8080
6	9	377	129.432.123.3	8000
6	10	977	129.432.123.3	7000
6	11	660	129.432.123.3	9000
6	12	707	129.432.123.3	8888
7	1	264	129.987.123.422	80
7	2	549	129.987.123.422	8080
7	3	141	129.987.123.422	8000
7	4	227	129.987.123.422	7000
7	5	225	129.987.123.422	9000
7	6	63	129.987.123.422	8888
7	7	192	129.987.123.422	80
7	8	678	129.987.123.422	8080
7	9	357	129.987.123.422	8000
7	10	390	129.987.123.422	7000
7	11	377	129.987.123.422	9000
7	12	268	129.987.123.422	8888
8	1	553	987.654.432.123	80
8	2	988	987.654.432.123	8080
8	3	782	987.654.432.123	8000
8	4	873	987.654.432.123	7000
8	5	122	987.654.432.123	9000
8	6	646	987.654.432.123	8888
8	7	7	987.654.432.123	80
8	8	713	987.654.432.123	8080
