day	hour	value	ip	port
1	1	944	129.432.123.3	80
1	2	615	129.432.123.3	8080
1	3	361	129.432.123.3	8000
1	4	193	129.432.123.3	7000
1	5	762	129.432.123.3	9000
1	6	942	129.432.123.3	8888
1	7	81	129.432.123.3	80
1	8	445	129.432.123.3	8080
1	9	277	129.432.123.3	8000
1	10	491	129.432.123.3	7000
1	11	562	129.432.123.3	9000
1	12	331	129.432.123.3	8888
2	1	833	129.987.123.422	80
2	2	265	129.987.123.422	8080
2	3	297	129.987.123.422	8000
2	4	393	129.987.123.422	7000
2	5	245	129.987.123.422	9000
2	6	779	129.987.123.422	8888
2	7	7	129.987.123.422	80
2	8	75	129.987.123.422	8080
2	9	330	129.987.123.422	8000
2	10	264	129.987.123.422	7000
2	11	880	129.987.123.422	9000
2	12	570	129.987.123.422	8888
3	1	177	987.654.432.123	80
3	2	841	987.654.432.123	8080
3	3	896	987.654.432.123	8000
3	4	218	987.654.432.123	7000
3	5	753	987.654.432.123	9000
3	6	974	987.654.432.123	8888
3	7	190	987.654.432.123	80
3	8	451	987.654.432.123	8080
3	9	715	987.654.432.123	8000
3	10	599	987.654.432.123	7000
3	11	955	987.654.432.123	9000
3	12	112	987.654.432.123	8888
4	1	552	456.423.0.124	80
4	2	899	456.423.0.124	8080
4	3	129	456.423.0.124	8000
4	4	630	456.423.0.124	7000
4	5	630	456.423.0.124	9000
4	6	651	456.423.0.124	8888
4	7	930	456.423.0.124	80
4	8	713	456.423.0.124	8080
4	9	588	456.423.0.124	8000
4	10	287	456.423.0.124	7000
4	11	380	456.423.0.124	9000
4	12	486	456.423.0.124	8888
5	1	936	126.674.234.543	80
5	2	27	126.674.234.543	8080
5	3	347	126.674.234.543	8000
5	4	523	126.674.234.543	7000
5	5	275	126.674.234.543	9000
5	6	498	126.674.234.543	8888
5	7	651	126.674.234.543	80
5	8	415	126.674.234.543	8080
5	9	539	126.674.234.543	8000
5	10	35	126.674.234.543	7000
5	11	802	126.674.234.543	9000
5	12	314	126.674.234.543	8888
6	1	262	129.432.123.3	80
6	2	860	129.432.123.3	8080
6	3	587	129.432.123.3	8000
6	4	421	129.432.123.3	7000
6	5	919	129.432.123.3	9000
6	6	819	129.432.123.3	8888
6	7	236	129.432.123.3	80
6	8	532	129.432.123.3	8080
6	9	580	129.432.123.3	8000
6	10	794	129.432.123.3	7000
6	11	413	129.432.123.3	9000
6	12	817	129.432.123.3	8888
7	1	180	129.987.123.422	80
7	2	613	129.987.123.422	8080
7	3	960	129.987.123.422	8000
7	4	9	129.987.123.422	7000
7	5	72	129.987.123.422	9000
7	6	676	129.987.123.422	8888
7	7	672	129.987.123.422	80
7	8	103	129.987.123.422	8080
7	9	970	129.987.123.422	8000
7	10	2	129.987.123.422	7000
7	11	799	129.987.123.422	9000
7	12	442	129.987.123.422	8888
8	1	434	987.654.432.123	80
8	2	275	987.654.432.123	8080
8	3	69	987.654.432.123	8000
8	4	936	987.654.432.123	7000
8	5	674	987.654.432.123	9000
8	6	59	987.654.432.123	8888
8	7	630	987.654.432.123	80
8	8	747	987.654.432.123	8080
8	9	554	987.654.432.123	8000
8	10	55	987.654.432.123	7000
8	11	278	987.654.432.123	9000
8	12	309	987.654.432.123	8888
9	1	449	456.423.0.124	80
9	2	213	456.423.0.124	8080
9	3	39	456.423.0.124	8000
9	4	0	456.423.0.124	7000
9	5	17	456.423.0.124	9000
9	6	418	456.423.0.124	8888
9	7	416	456.423.0.124	80
9	8	572	456.423.0.124	8080
9	9	843	456.423.0.124	8000
9	10	283	456.423.0.124	7000
9	11	507	456.423.0.124	9000
9	12	611	456.423.0.124	8888
10	1	61	126.674.234.543	80
10	2	853	126.674.234.543	8080
10	3	801	126.674.234.543	8000
10	4	134	126.674.234.543	7000
10	5	866	126.674.234.543	9000
10	6	766	126.674.234.543	8888
10	7	789	126.674.234.543	80
10	8	884	126.674.234.543	8080
10	9	788	126.674.234.543	8000
10	10	556	126.674.234.543	7000
10	11	412	126.674.234.543	9000
10	12	540	126.674.234.543	8888
11	1	917	129.432.123.3	80
11	2	880	129.432.123.3	8080
11	3	4	129.432.123.3	8000
11	4	803	129.432.123.3	7000
11	5	304	129.432.123.3	9000
11	6	755	129.432.123.3	8888
11	7	539	129.432.123.3	80
11	8	459	129.432.123.3	8080
11	9	899	129.432.123.3	8000
11	10	169	129.432.123.3	7000
11	11	958	129.432.123.3	9000
11	12	304	129.432.123.3	8888
12	1	606	129.987.123.422	80
12	2	424	129.987.123.422	8080
12	3	284	129.987.123.422	8000
12	4	718	129.987.123.422	7000
12	5	430	129.987.123.422	9000
12	6	556	129.987.123.422	8888
12	7	215	129.987.123.422	80
12	8	143	129.987.123.422	8080
12	9	448	129.987.123.422	8000
12	10	435	129.987.123.422	7000
12	11	628	129.987.123.422	9000
12	12	521	129.987.123.422	8888
13	1	351	987.654.432.123	80
13	2	298	987.654.432.123	8080
