day	hour	value	ip	port
1	1	494	129.432.123.3	80
1	2	638	129.432.123.3	8080
1	3	97	129.432.123.3	8000
1	4	779	129.432.123.3	7000
1	5	351	129.432.123.3	9000
1	6	997	129.432.123.3	8888
1	7	833	129.432.123.3	80
1	8	620	129.432.123.3	8080
1	9	854	129.432.123.3	8000
1	10	443	129.432.123.3	7000
1	11	861	129.432.123.3	9000
1	12	673	129.432.123.3	8888
2	1	757	129.987.123.422	80
2	2	282	129.987.123.422	8080
2	3	55	129.987.123.422	8000
2	4	601	129.987.123.422	7000
2	5	12	129.987.123.422	9000
2	6	321	129.987.123.422	8888
2	7	361	129.987.123.422	80
2	8	583	129.987.123.422	8080
2	9	287	129.987.123.422	8000
2	10	805	129.987.123.422	7000
2	11	251	129.987.123.422	9000
2	12	74	129.987.123.422	8888
3	1	764	987.654.432.123	80
3	2	283	987.654.432.123	8080
3	3	226	987.654.432.123	8000
3	4	772	987.654.432.123	7000
3	5	364	987.654.432.123	9000
3	6	313	987.654.432.123	8888
3	7	363	987.654.432.123	80
3	8	865	987.654.432.123	8080
3	9	950	987.654.432.123	8000
3	10	946	987.654.432.123	7000
3	11	233	987.654.432.123	9000
3	12	173	987.654.432.123	8888
4	1	289	456.423.0.124	80
4	2	135	456.423.0.124	8080
4	3	672	456.423.0.124	8000
4	4	574	456.423.0.124	7000
4	5	162	456.423.0.124	9000
4	6	207	456.423.0.124	8888
4	7	446	456.423.0.124	80
4	8	634	456.423.0.124	8080
4	9	837	456.423.0.124	8000
4	10	446	456.423.0.124	7000
4	11	150	456.423.0.124	9000
4	12	856	456.423.0.124	8888
5	1	543	126.674.234.543	80
5	2	33	126.674.234.543	8080
5	3	93	126.674.234.543	8000
5	4	23	126.674.234.543	7000
5	5	626	126.674.234.543	9000
5	6	422	126.674.234.543	8888
5	7	199	126.674.234.543	80
5	8	621	126.674.234.543	8080
5	9	197	126.674.234.543	8000
5	10	361	126.674.234.543	7000
5	11	19	126.674.234.543	9000
5	12	727	126.674.234.543	8888
6	1	560	129.432.123.3	80
6	2	230	129.432.123.3	8080
6	3	514	129.432.123.3	8000
6	4	446	129.432.123.3	7000
6	5	830	129.432.123.3	9000
6	6	246	129.432.123.3	8888
6	7	241	129.432.123.3	80
6	8	487	129.432.123.3	8080
6	9	345	129.432.123.3	8000
6	10	12	129.432.123.3	7000
6	11	961	129.432.123.3	9000
6	12	485	129.432.123.3	8888
7	1	881	129.987.123.422	80
7	2	660	129.987.123.422	8080
7	3	405	129.987.123.422	8000
7	4	139	129.987.123.422	7000
7	5	103	129.987.123.422	9000
7	6	382	129.987.123.422	8888
7	7	685	129.987.123.422	80
7	8	734	129.987.123.422	8080
7	9	533	129.987.123.422	8000
7	10	4	129.987.123.422	7000
7	11	208	129.987.123.422	9000
7	12	241	129.987.123.422	8888
8	1	839	987.654.432.123	80
8	2	187	987.654.432.123	8080
8	3	721	987.654.432.123	8000
8	4	269	987.654.432.123	7000
8	5	338	987.654.432.123	9000
8	6	414	987.654.432.123	8888
8	7	696	987.654.432.123	80
8	8	24	987.654.432.123	8080
8	9	966	987.654.432.123	8000
8	10	965	987.654.432.123	7000
8	11	428	987.654.432.123	9000
8	12	499	987.654.432.123	8888
9	1	836	456.423.0.124	80
9	2	56	456.423.0.124	8080
9	3	581	456.423.0.124	8000
9	4	112	456.423.0.124	7000
9	5	702	456.423.0.124	9000
9	6	381	456.423.0.124	8888
9	7	913	456.423.0.124	80
9	8	57	456.423.0.124	8080
9	9	458	456.423.0.124	8000
9	10	951	456.423.0.124	7000
9	11	772	456.423.0.124	9000
9	12	899	456.423.0.124	8888
10	1	621	126.674.234.543	80
10	2	818	126.674.234.543	8080
10	3	55	126.674.234.543	8000
10	4	107	126.674.234.543	7000
10	5	623	126.674.234.543	9000
10	6	223	126.674.234.543	8888
10	7	966	126.674.234.543	80
10	8	534	126.674.234.543	8080
10	9	886	126.674.234.543	8000
10	10	526	126.674.234.543	7000
10	11	980	126.674.234.543	9000
10	12	12	126.674.234.543	8888
11	1	711	129.432.123.3	80
11	2	699	129.432.123.3	8080
11	3	16	129.432.123.3	8000
11	4	299	129.432.123.3	7000
11	5	30	129.432.123.3	9000
11	6	710	129.432.123.3	8888
11	7	805	129.432.123.3	80
11	8	379	129.432.123.3	8080
11	9	88	129.432.123.3	8000
11	10	515	129.432.123.3	7000
11	11	79	129.432.123.3	9000
11	12	457	129.432.123.3	8888
12	1	994	129.987.123.422	80
12	2	465	129.987.123.422	8080
12	3	225	129.987.123.422	8000
12	4	703	129.987.123.422	7000
12	5	128	129.987.123.422	9000
12	6	286	129.987.123.422	8888
12	7	190	129.987.123.422	80
12	8	779	129.987.123.422	8080
12	9	688	129.987.123.422	8000
12	10	796	129.987.123.422	7000
12	11	880	129.987.123.422	9000
12	12	255	129.987.123.422	8888
13	1	339	987.654.432.123	80
13	2	463	987.654.432.123	8080
13	3	764	987.654.432.123	8000
13	4	560	987.654.432.123	7000
13	5	183	987.654.432.123	9000
13	6	707	987.654.432.123	8888
13	7	172	987.654.432.123	80
13	8	31	987.654.432.123	8080
13	9	943	987.654.432.123	8000
13	10	945	987.654.432.123	7000
13	11	177	987.654.432.123	9000
13	12	250	987.654.432.123	8888
14	1	330	456.423.0.124	80
14	2	781	456.423.0.124	8080
14	3	959	456.423.0.124	8000
14	4	396	456.423.0.124	7000
14	5	695	456.423.0.124	9000
14	6	24	456.423.0.124	8888
14	7	777	456.423.0.124	80
14	8	52	456.423.0.124	8080
14	9	723	456.423.0.124	8000
14	10	14	456.423.0.124	7000
14	11	81	456.423.0.124	9000
14	12	375	456.423.0.124	8888
15	1	36	126.674.234.543	80
15	2	454	126.674.234.543	8080
15	3	14	126.674.234.543	8000
15	4	27	126.674.234.543	7000
15	5	877	126.674.234.543	9000
15	6	531	126.674.234.543	8888
15	7	364	126.674.234.543	80
15	8	512	126.674.234.543	8080
15	9	10	126.674.234.543	8000
15	10	928	126.674.234.543	7000
15	11	933	126.674.234.543	9000
15	12	459	126.674.234.543	8888
