day	hour	value	ip	port
1	1	52	129.432.123.3	80
1	2	254	129.432.123.3	8080
1	3	498	129.432.123.3	8000
1	4	521	129.432.123.3	7000
1	5	890	129.432.123.3	9000
1	6	879	129.432.123.3	8888
1	7	39	129.432.123.3	80
1	8	33	129.432.123.3	8080
1	9	179	129.432.123.3	8000
1	10	787	129.432.123.3	7000
1	11	171	129.432.123.3	9000
1	12	546	129.432.123.3	8888
2	1	588	129.987.123.422	80
2	2	835	129.987.123.422	8080
2	3	633	129.987.123.422	8000
2	4	4	129.987.123.422	7000
2	5	492	129.987.123.422	9000
2	6	121	129.987.123.422	8888
2	7	520	129.987.123.422	80
2	8	899	129.987.123.422	8080
2	9	458	129.987.123.422	8000
2	10	355	129.987.123.422	7000
2	11	231	129.987.123.422	9000
2	12	656	129.987.123.422	8888
3	1	865	987.654.432.123	80
3	2	188	987.654.432.123	8080
3	3	58	987.654.432.123	8000
3	4	493	987.654.432.123	7000
3	5	80	987.654.432.123	9000
3	6	313	987.654.432.123	8888
3	7	78	987.654.432.123	80
3	8	874	987.654.432.123	8080
3	9	654	987.654.432.123	8000
3	10	481	987.654.432.123	7000
3	11	806	987.654.432.123	9000
3	12	784	987.654.432.123	8888
4	1	454	456.423.0.124	80
4	2	859	456.423.0.124	8080
4	3	979	456.423.0.124	8000
4	4	131	456.423.0.124	7000
4	5	565	456.423.0.124	9000
4	6	788	456.423.0.124	8888
4	7	171	456.423.0.124	80
4	8	927	456.423.0.124	8080
4	9	258	456.423.0.124	8000
4	10	93	456.423.0.124	7000
4	11	346	456.423.0.124	9000
4	12	723	456.423.0.124	8888
5	1	457	126.674.234.543	80
5	2	139	126.674.234.543	8080
5	3	900	126.674.234.543	8000
5	4	106	126.674.234.543	7000
5	5	490	126.674.234.543	9000
5	6	995	126.674.234.543	8888
5	7	976	126.674.234.543	80
5	8	906	126.674.234.543	8080
5	9	155	126.674.234.543	8000
5	10	348	126.674.234.543	7000
5	11	528	126.674.234.543	9000
5	12	650	126.674.234.543	8888
6	1	530	129.432.123.3	80
6	2	270	129.432.123.3	8080
6	3	444	129.432.123.3	8000
6	4	939	129.432.123.3	7000
6	5	223	129.432.123.3	9000
6	6	735	129.432.123.3	8888
6	7	628	129.432.123.3	80
6	8	475	129.432.123.3	8080
6	9	951	129.432.123.3	8000
6	10	757	129.432.123.3	7000
6	11	898	129.432.123.3	9000
6	12	678	129.432.123.3	8888
7	1	894	129.987.123.422	80
7	2	540	129.987.123.422	8080
7	3	760	129.987.123.422	8000
7	4	341	129.987.123.422	7000
7	5	371	129.987.123.422	9000
7	6	598	129.987.123.422	8888
7	7	119	129.987.123.422	80
7	8	978	129.987.123.422	8080
7	9	515	129.987.123.422	8000
7	10	220	129.987.123.422	7000
7	11	42	129.987.123.422	9000
7	12	607	129.987.123.422	8888
8	1	832	987.654.432.123	80
8	2	709	987.654.432.123	8080
8	3	340	987.654.432.123	8000
8	4	233	987.654.432.123	7000
8	5	313	987.654.432.123	9000
8	6	762	987.654.432.123	8888
8	7	618	987.654.432.123	80
8	8	481	987.654.432.123	8080
8	9	33	987.654.432.123	8000
8	10	387	987.654.432.123	7000
8	11	659	987.654.432.123	9000
8	12	989	987.654.432.123	8888
9	1	204	456.423.0.124	80
9	2	127	456.423.0.124	8080
9	3	153	456.423.0.124	8000
9	4	747	456.423.0.124	7000
9	5	235	456.423.0.124	9000
9	6	695	456.423.0.124	8888
9	7	201	456.423.0.124	80
9	8	512	456.423.0.124	8080
9	9	60	456.423.0.124	8000
9	10	686	456.423.0.124	7000
9	11	56	456.423.0.124	9000
9	12	859	456.423.0.124	8888
10	1	567	126.674.234.543	80
10	2	381	126.674.234.543	8080
10	3	442	126.674.234.543	8000
10	4	454	126.674.234.543	7000
10	5	388	126.674.234.543	9000
10	6	482	126.674.234.543	8888
10	7	989	126.674.234.543	80
10	8	209	126.674.234.543	8080
10	9	563	126.674.234.543	8000
