day	hour	value	ip	port
1	1	136	129.432.123.3	80
1	2	809	129.432.123.3	8080
1	3	936	129.432.123.3	8000
1	4	892	129.432.123.3	7000
1	5	401	129.432.123.3	9000
1	6	773	129.432.123.3	8888
1	7	527	129.432.123.3	80
1	8	418	129.432.123.3	8080
1	9	150	129.432.123.3	8000
1	10	441	129.432.123.3	7000
1	11	989	129.432.123.3	9000
1	12	581	129.432.123.3	8888
2	1	143	129.987.123.422	80
2	2	359	129.987.123.422	8080
2	3	886	129.987.123.422	8000
2	4	620	129.987.123.422	7000
2	5	669	129.987.123.422	9000
2	6	969	129.987.123.422	8888
2	7	881	129.987.123.422	80
2	8	696	129.987.123.422	8080
2	9	665	129.987.123.422	8000
2	10	317	129.987.123.422	7000
2	11	320	129.987.123.422	9000
2	12	394	129.987.123.422	8888
3	1	116	987.654.432.123	80
3	2	817	987.654.432.123	8080
3	3	702	987.654.432.123	8000
3	4	232	987.654.432.123	7000
3	5	179	987.654.432.123	9000
3	6	303	987.654.432.123	8888
3	7	8	987.654.432.123	80
3	8	491	987.654.432.123	8080
3	9	111	987.654.432.123	8000
3	10	944	987.654.432.123	7000
3	11	239	987.654.432.123	9000
3	12	56	987.654.432.123	8888
4	1	700	456.423.0.124	80
4	2	380	456.423.0.124	8080
4	3	17	456.423.0.124	8000
4	4	853	456.423.0.124	7000
4	5	630	456.423.0.124	9000
4	6	536	456.423.0.124	8888
4	7	405	456.423.0.124	80
4	8	165	456.423.0.124	8080
4	9	464	456.423.0.124	8000
4	10	447	456.423.0.124	7000
4	11	24	456.423.0.124	9000
4	12	623	456.423.0.124	8888
5	1	565	126.674.234.543	80
5	2	379	126.674.234.543	8080
5	3	211	126.674.234.543	8000
5	4	757	126.674.234.543	7000
5	5	450	126.674.234.543	9000
5	6	636	126.674.234.543	8888
5	7	699	126.674.234.543	80
5	8	983	126.674.234.543	8080
5	9	232	126.674.234.543	8000
5	10	650	126.674.234.543	7000
5	11	78	126.674.234.543	9000
5	12	954	126.674.234.543	8888
6	1	413	129.432.123.3	80
6	2	129	129.432.123.3	8080
6	3	434	129.432.123.3	8000
6	4	250	129.432.123.3	7000
6	5	658	129.432.123.3	9000
6	6	399	129.432.123.3	8888
6	7	30	129.432.123.3	80
6	8	680	129.432.123.3	8080
6	9	565	129.432.123.3	8000
6	10	240	129.432.123.3	7000
6	11	460	129.432.123.3	9000
6	12	777	129.432.123.3	8888
7	1	801	129.987.123.422	80
7	2	106	129.987.123.422	8080
7	3	423	129.987.123.422	8000
7	4	58	129.987.123.422	7000
7	5	148	129.987.123.422	9000
7	6	180	129.987.123.422	8888
7	7	401	129.987.123.422	80
7	8	117	129.987.123.422	8080
7	9	532	129.987.123.422	8000
7	10	85	129.987.123.422	7000
7	11	171	129.987.123.422	9000
7	12	51	129.987.123.422	8888
8	1	604	987.654.432.123	80
8	2	334	987.654.432.123	8080
8	3	254	987.654.432.123	8000
8	4	650	987.654.432.123	7000
8	5	798	987.654.432.123	9000
8	6	980	987.654.432.123	8888
8	7	566	987.654.432.123	80
8	8	13	987.654.432.123	8080
8	9	20	987.654.432.123	8000
8	10	239	987.654.432.123	7000
8	11	294	987.654.432.123	9000
8	12	706	987.654.432.123	8888
9	1	433	456.423.0.124	80
9	2	147	456.423.0.124	8080
9	3	136	456.423.0.124	8000
9	4	441	456.423.0.124	7000
9	5	385	456.423.0.124	9000
9	6	148	456.423.0.124	8888
9	7	454	456.423.0.124	80
9	8	381	456.423.0.124	8080
9	9	709	456.423.0.124	8000
9	10	170	456.423.0.124	7000
9	11	437	456.423.0.124	9000
9	12	266	456.423.0.124	8888
10	1	848	126.674.234.543	80
10	2	474	126.674.234.543	8080
10	3	182	126.674.234.543	8000
10	4	38	126.674.234.543	7000
10	5	100	126.674.234.543	9000
10	6	727	126.674.234.543	8888
10	7	544	126.674.234.543	80
10	8	375	126.674.234.543	8080
10	9	184	126.674.234.543	8000
10	10	713	126.674.234.543	7000
10	11	837	126.674.234.543	9000
10	12	209	126.674.234.543	8888
11	1	263	129.432.123.3	80
11	2	626	129.432.123.3	8080
11	3	360	129.432.123.3	8000
11	4	878	129.432.123.3	7000
11	5	756	129.432.123.3	9000
11	6	347	129.432.123.3	8888
11	7	11	129.432.123.3	80
11	8	600	129.432.123.3	8080
11	9	99	129.432.123.3	8000
11	10	494	129.432.123.3	7000
11	11	50	129.432.123.3	9000
11	12	431	129.432.123.3	8888
12	1	939	129.987.123.422	80
12	2	338	129.987.123.422	8080
12	3	336	129.987.123.422	8000
12	4	556	129.987.123.422	7000
12	5	898	129.987.123.422	9000
12	6	548	129.987.123.422	8888
12	7	377	129.987.123.422	80
12	8	536	129.987.123.422	8080
12	9	649	129.987.123.422	8000
12	10	98	129.987.123.422	7000
12	11	891	129.987.123.422	9000
12	12	33	129.987.123.422	8888
13	1	249	987.654.432.123	80
13	2	600	987.654.432.123	8080
13	3	198	987.654.432.123	8000
13	4	226	987.654.432.123	7000
13	5	22	987.654.432.123	9000
13	6	649	987.654.432.123	8888
13	7	368	987.654.432.123	80
13	8	230	987.654.432.123	8080
13	9	650	987.654.432.123	8000
13	10	638	987.654.432.123	7000
13	11	440	987.654.432.123	9000
13	12	903	987.654.432.123	8888
14	1	862	456.423.0.124	80
14	2	8	456.423.0.124	8080
14	3	889	456.423.0.124	8000
14	4	94	456.423.0.124	7000
14	5	137	456.423.0.124	9000
14	6	697	456.423.0.124	8888
14	7	222	456.423.0.124	80
14	8	27	456.423.0.124	8080
14	9	675	456.423.0.124	8000
14	10	508	456.423.0.124	7000
14	11	550	456.423.0.124	9000
14	12	926	456.423.0.124	8888
15	1	504	126.674.234.543	80
15	2	600	126.674.234.543	8080
15	3	32	126.674.234.543	8000
15	4	539	126.674.234.543	7000
15	5	956	126.674.234.543	9000
15	6	2	126.674.234.543	8888
15	7	443	126.674.234.543	80
15	8	843	126.674.234.543	8080
15	9	8	126.674.234.543	8000
15	10	193	126.674.234.543	7000
15	11	895	126.674.234.543	9000
15	12	931	126.674.234.543	8888
