day	hour	value	ip	port
1	1	374	129.432.123.3	80
1	2	727	129.432.123.3	8080
1	3	194	129.432.123.3	8000
1	4	923	129.432.123.3	7000
1	5	257	129.432.123.3	9000
1	6	971	129.432.123.3	8888
1	7	789	129.432.123.3	80
1	8	648	129.432.123.3	8080
1	9	70	129.432.123.3	8000
1	10	67	129.432.123.3	7000
1	11	967	129.432.123.3	9000
1	12	920	129.432.123.3	8888
2	1	747	129.987.123.422	80
2	2	639	129.987.123.422	8080
2	3	704	129.987.123.422	8000
2	4	163	129.987.123.422	7000
2	5	690	129.987.123.422	9000
2	6	565	129.987.123.422	8888
2	7	474	129.987.123.422	80
2	8	199	129.987.123.422	8080
2	9	130	129.987.123.422	8000
2	10	214	129.987.123.422	7000
2	11	502	129.987.123.422	9000
2	12	580	129.987.123.422	8888
3	1	475	987.654.432.123	80
3	2	401	987.654.432.123	8080
3	3	453	987.654.432.123	8000
3	4	752	987.654.432.123	7000
3	5	994	987.654.432.123	9000
3	6	234	987.654.432.123	8888
3	7	704	987.654.432.123	80
3	8	433	987.654.432.123	8080
3	9	768	987.654.432.123	8000
3	10	84	987.654.432.123	7000
3	11	702	987.654.432.123	9000
3	12	422	987.654.432.123	8888
4	1	176	456.423.0.124	80
4	2	388	456.423.0.124	8080
4	3	544	456.423.0.124	8000
4	4	764	456.423.0.124	7000
4	5	43	456.423.0.124	9000
4	6	830	456.423.0.124	8888
4	7	33	456.423.0.124	80
4	8	116	456.423.0.124	8080
4	9	773	456.423.0.124	8000
4	10	790	456.423.0.124	7000
4	11	766	456.423.0.124	9000
4	12	462	456.423.0.124	8888
5	1	208	126.674.234.543	80
5	2	693	126.674.234.543	8080
5	3	476	126.674.234.543	8000
5	4	71	126.674.234.543	7000
5	5	774	126.674.234.543	9000
5	6	101	126.674.234.543	8888
5	7	754	126.674.234.543	80
5	8	819	126.674.234.543	8080
5	9	463	126.674.234.543	8000
5	10	233	126.674.234.543	7000
5	11	670	126.674.234.543	9000
5	12	891	126.674.234.543	8888
6	1	729	129.432.123.3	80
6	2	781	129.432.123.3	8080
6	3	786	129.432.123.3	8000
6	4	9	129.432.123.3	7000
6	5	417	129.432.123.3	9000
6	6	963	129.432.123.3	8888
6	7	889	129.432.123.3	80
6	8	439	129.432.123.3	8080
6	9	216	129.432.123.3	8000
6	10	562	129.432.123.3	7000
6	11	938	129.432.123.3	9000
6	12	143	129.432.123.3	8888
7	1	109	129.987.123.422	80
7	2	595	129.987.123.422	8080
7	3	324	129.987.123.422	8000
7	4	369	129.987.123.422	7000
7	5	222	129.987.123.422	9000
7	6	815	129.987.123.422	8888
7	7	838	129.987.123.422	80
7	8	660	129.987.123.422	8080
7	9	178	129.987.123.422	8000
7	10	127	129.987.123.422	7000
7	11	171	129.987.123.422	9000
7	12	101	129.987.123.422	8888
8	1	1	987.654.432.123	80
8	2	341	987.654.432.123	8080
8	3	892	987.654.432.123	8000
8	4	784	987.654.432.123	7000
8	5	567	987.654.432.123	9000
8	6	594	987.654.432.123	8888
8	7	438	987.654.432.123	80
8	8	532	987.654.432.123	8080
8	9	255	987.654.432.123	8000
8	10	446	987.654.432.123	7000
8	11	822	987.654.432.123	9000
8	12	915	987.654.432.123	8888
9	1	983	456.423.0.124	80
9	2	779	456.423.0.124	8080
9	3	793	456.423.0.124	8000
9	4	340	456.423.0.124	7000
9	5	571	456.423.0.124	9000
9	6	239	456.423.0.124	8888
9	7	384	456.423.0.124	80
9	8	346	456.423.0.124	8080
9	9	555	456.423.0.124	8000
9	10	810	456.423.0.124	7000
9	11	893	456.423.0.124	9000
9	12	252	456.423.0.124	8888
10	1	279	126.674.234.543	80
10	2	795	126.674.234.543	8080
10	3	660	126.674.234.543	8000
10	4	582	126.674.234.543	7000
10	5	880	126.674.234.543	9000
10	6	796	126.674.234.543	8888
10	7	63	126.674.234.543	80
10	8	641	126.674.234.543	8080
10	9	400	126.674.234.543	8000
10	10	39	126.674.234.543	7000
10	11	547	126.674.234.543	9000
10	12	452	126.674.234.543	8888
11	1	187	129.432.123.3	80
11	2	267	129.432.123.3	8080
11	3	154	129.432.123.3	8000
11	4	264	129.432.123.3	7000
11	5	645	129.432.123.3	9000
11	6	27	129.432.123.3	8888
11	7	859	129.432.123.3	80
11	8	610	129.432.123.3	8080
11	9	450	129.432.123.3	8000
11	10	974	129.432.123.3	7000
11	11	260	129.432.123.3	9000
11	12	42	129.432.123.3	8888
12	1	558	129.987.123.422	80
12	2	49	129.987.123.422	8080
12	3	130	129.987.123.422	8000
12	4	787	129.987.123.422	7000
12	5	433	129.987.123.422	9000
12	6	29	129.987.123.422	8888
12	7	749	129.987.123.422	80
12	8	428	129.987.123.422	8080
12	9	852	129.987.123.422	8000
12	10	124	129.987.123.422	7000
12	11	101	129.987.123.422	9000
12	12	359	129.987.123.422	8888
13	1	238	987.654.432.123	80
13	2	141	987.654.432.123	8080
13	3	465	987.654.432.123	8000
13	4	545	987.654.432.123	7000
13	5	81	987.654.432.123	9000
13	6	608	987.654.432.123	8888
13	7	486	987.654.432.123	80
13	8	271	987.654.432.123	8080
13	9	332	987.654.432.123	8000
13	10	190	987.654.432.123	7000
13	11	274	987.654.432.123	9000
13	12	524	987.654.432.123	8888
14	1	370	456.423.0.124	80
14	2	141	456.423.0.124	8080
14	3	374	456.423.0.124	8000
14	4	755	456.423.0.124	7000
14	5	233	456.423.0.124	9000
14	6	628	456.423.0.124	8888
14	7	551	456.423.0.124	80
14	8	954	456.423.0.124	8080
14	9	727	456.423.0.124	8000
14	10	877	456.423.0.124	7000
14	11	414	456.423.0.124	9000
14	12	721	456.423.0.124	8888
15	1	190	126.674.234.543	80
15	2	795	126.674.234.543	8080
15	3	533	126.674.234.543	8000
15	4	230	126.674.234.543	7000
15	5	253	126.674.234.543	9000
15	6	28	126.674.234.543	8888
15	7	836	126.674.234.543	80
15	8	640	126.674.234.543	8080
15	9	721	126.674.234.543	8000
15	10	881	126.674.234.543	7000
15	11	261	126.674.234.543	9000
15	12	991	126.674.234.543	8888
