day	hour	value	ip	port
1	1	509	129.432.123.3	80
1	2	375	129.432.123.3	8080
1	3	303	129.432.123.3	8000
1	4	967	129.432.123.3	7000
1	5	860	129.432.123.3	9000
1	6	502	129.432.123.3	8888
1	7	597	129.432.123.3	80
1	8	403	129.432.123.3	8080
1	9	256	129.432.123.3	8000
1	10	505	129.432.123.3	7000
1	11	88	129.432.123.3	9000
1	12	559	129.432.123.3	8888
2	1	583	129.987.123.422	80
2	2	828	129.987.123.422	8080
2	3	866	129.987.123.422	8000
2	4	927	129.987.123.422	7000
2	5	896	129.987.123.422	9000
2	6	979	129.987.123.422	8888
2	7	685	129.987.123.422	80
2	8	857	129.987.123.422	8080
2	9	687	129.987.123.422	8000
2	10	861	129.987.123.422	7000
2	11	252	129.987.123.422	9000
2	12	97	129.987.123.422	8888
3	1	196	987.654.432.123	80
3	2	626	987.654.432.123	8080
3	3	879	987.654.432.123	8000
3	4	112	987.654.432.123	7000
3	5	885	987.654.432.123	9000
3	6	735	987.654.432.123	8888
3	7	517	987.654.432.123	80
3	8	131	987.654.432.123	8080
3	9	815	987.654.432.123	8000
3	10	345	987.654.432.123	7000
3	11	458	987.654.432.123	9000
3	12	163	987.654.432.123	8888
4	1	357	456.423.0.124	80
4	2	170	456.423.0.124	8080
4	3	860	456.423.0.124	8000
4	4	459	456.423.0.124	7000
4	5	787	456.423.0.124	9000
4	6	489	456.423.0.124	8888
4	7	428	456.423.0.124	80
4	8	561	456.423.0.124	8080
4	9	650	456.423.0.124	8000
4	10	892	456.423.0.124	7000
4	11	85	456.423.0.124	9000
4	12	598	456.423.0.124	8888
5	1	746	126.674.234.543	80
5	2	186	126.674.234.543	8080
5	3	505	126.674.234.543	8000
5	4	991	126.674.234.543	7000
5	5	435	126.674.234.543	9000
5	6	376	126.674.234.543	8888
5	7	121	126.674.234.543	80
5	8	876	126.674.234.543	8080
5	9	453	126.674.234.543	8000
5	10	181	126.674.234.543	7000
5	11	764	126.674.234.543	9000
5	12	842	126.674.234.543	8888
6	1	750	129.432.123.3	80
6	2	436	129.432.123.3	8080
6	3	763	129.432.123.3	8000
6	4	272	129.432.123.3	7000
6	5	14	129.432.123.3	9000
6	6	451	129.432.123.3	8888
6	7	65	129.432.123.3	80
6	8	928	129.432.123.3	8080
6	9	311	129.432.123.3	8000
6	10	332	129.432.123.3	7000
6	11	780	129.432.123.3	9000
6	12	99	129.432.123.3	8888
7	1	741	129.987.123.422	80
7	2	718	129.987.123.422	8080
7	3	732	129.987.123.422	8000
7	4	689	129.987.123.422	7000
7	5	175	129.987.123.422	9000
7	6	798	129.987.123.422	8888
7	7	631	129.987.123.422	80
7	8	808	129.987.123.422	8080
7	9	187	129.987.123.422	8000
7	10	225	129.987.123.422	7000
7	11	15	129.987.123.422	9000
7	12	660	129.987.123.422	8888
8	1	158	987.654.432.123	80
8	2	570	987.654.432.123	8080
8	3	532	987.654.432.123	8000
8	4	887	987.654.432.123	7000
8	5	181	987.654.432.123	9000
8	6	753	987.654.432.123	8888
8	7	489	987.654.432.123	80
8	8	452	987.654.432.123	8080
8	9	579	987.654.432.123	8000
8	10	305	987.654.432.123	7000
8	11	268	987.654.432.123	9000
8	12	792	987.654.432.123	8888
9	1	693	456.423.0.124	80
9	2	406	456.423.0.124	8080
9	3	591	456.423.0.124	8000
9	4	889	456.423.0.124	7000
9	5	611	456.423.0.124	9000
9	6	728	456.423.0.124	8888
9	7	354	456.423.0.124	80
9	8	154	456.423.0.124	8080
9	9	722	456.423.0.124	8000
9	10	288	456.423.0.124	7000
9	11	906	456.423.0.124	9000
9	12	720	456.423.0.124	8888
10	1	527	126.674.234.543	80
10	2	607	126.674.234.543	8080
10	3	746	126.674.234.543	8000
10	4	386	126.674.234.543	7000
10	5	485	126.674.234.543	9000
10	6	874	126.674.234.543	8888
10	7	921	126.674.234.543	80
10	8	55	126.674.234.543	8080
10	9	358	126.674.234.543	8000
10	10	785	126.674.234.543	7000
10	11	264	126.674.234.543	9000
10	12	24	126.674.234.543	8888
11	1	458	129.432.123.3	80
11	2	740	129.432.123.3	8080
11	3	509	129.432.123.3	8000
11	4	393	129.432.123.3	7000
11	5	842	129.432.123.3	9000
11	6	551	129.432.123.3	8888
11	7	471	129.432.123.3	80
11	8	45	129.432.123.3	8080
11	9	578	129.432.123.3	8000
11	10	187	129.432.123.3	7000
11	11	952	129.432.123.3	9000
11	12	989	129.432.123.3	8888
12	1	587	129.987.123.422	80
12	2	742	129.987.123.422	8080
12	3	485	129.987.123.422	8000
12	4	638	129.987.123.422	7000
12	5	814	129.987.123.422	9000
12	6	51	129.987.123.422	8888
12	7	929	129.987.123.422	80
12	8	87	129.987.123.422	8080
12	9	797	129.987.123.422	8000
12	10	525	129.987.123.422	7000
12	11	590	129.987.123.422	9000
12	12	802	129.987.123.422	8888
13	1	884	987.654.432.123	80
13	2	608	987.654.432.123	8080
13	3	60	987.654.432.123	8000
13	4	921	987.654.432.123	7000
13	5	198	987.654.432.123	9000
13	6	425	987.654.432.123	8888
13	7	822	987.654.432.123	80
13	8	926	987.654.432.123	8080
13	9	738	987.654.432.123	8000
13	10	211	987.654.432.123	7000
13	11	62	987.654.432.123	9000
13	12	271	987.654.432.123	8888
14	1	465	456.423.0.124	80
14	2	967	456.423.0.124	8080
14	3	800	456.423.0.124	8000
14	4	926	456.423.0.124	7000
14	5	483	456.423.0.124	9000
14	6	881	456.423.0.124	8888
14	7	494	456.423.0.124	80
14	8	728	456.423.0.124	8080
14	9	162	456.423.0.124	8000
14	10	585	456.423.0.124	7000
14	11	256	456.423.0.124	9000
14	12	130	456.423.0.124	8888
15	1	622	126.674.234.543	80
15	2	702	126.674.234.543	8080
15	3	246	126.674.234.543	8000
15	4	549	126.674.234.543	7000
15	5	893	126.674.234.543	9000
15	6	396	126.674.234.543	8888
15	7	68	126.674.234.543	80
15	8	83	126.674.234.543	8080
15	9	958	126.674.234.543	8000
15	10	286	126.674.234.543	7000
15	11	657	126.674.234.543	9000
15	12	853	126.674.234.543	8888
