day	hour	value	ip	port
1	1	92	129.432.123.3	80
1	2	806	129.432.123.3	8080
1	3	433	129.432.123.3	8000
1	4	431	129.432.123.3	7000
1	5	956	129.432.123.3	9000
1	6	818	129.432.123.3	8888
1	7	572	129.432.123.3	80
1	8	644	129.432.123.3	8080
1	9	467	129.432.123.3	8000
1	10	936	129.432.123.3	7000
1	11	565	129.432.123.3	9000
1	12	629	129.432.123.3	8888
2	1	849	129.987.123.422	80
2	2	81	129.987.123.422	8080
2	3	125	129.987.123.422	8000
2	4	341	129.987.123.422	7000
2	5	77	129.987.123.422	9000
2	6	548	129.987.123.422	8888
2	7	577	129.987.123.422	80
2	8	606	129.987.123.422	8080
2	9	543	129.987.123.422	8000
2	10	11	129.987.123.422	7000
2	11	582	129.987.123.422	9000
2	12	434	129.987.123.422	8888
3	1	913	987.654.432.123	80
3	2	835	987.654.432.123	8080
3	3	515	987.654.432.123	8000
3	4	532	987.654.432.123	7000
3	5	95	987.654.432.123	9000
3	6	935	987.654.432.123	8888
3	7	735	987.654.432.123	80
3	8	268	987.654.432.123	8080
3	9	463	987.654.432.123	8000
3	10	481	987.654.432.123	7000
3	11	419	987.654.432.123	9000
3	12	900	987.654.432.123	8888
4	1	538	456.423.0.124	80
4	2	209	456.423.0.124	8080
4	3	305	456.423.0.124	8000
4	4	608	456.423.0.124	7000
4	5	999	456.423.0.124	9000
4	6	25	456.423.0.124	8888
4	7	689	456.423.0.124	80
4	8	956	456.423.0.124	8080
4	9	612	456.423.0.124	8000
4	10	14	456.423.0.124	7000
4	11	361	456.423.0.124	9000
4	12	260	456.423.0.124	8888
5	1	398	126.674.234.543	80
5	2	366	126.674.234.543	8080
5	3	784	126.674.234.543	8000
5	4	960	126.674.234.543	7000
5	5	511	126.674.234.543	9000
5	6	653	126.674.234.543	8888
5	7	96	126.674.234.543	80
5	8	218	126.674.234.543	8080
5	9	337	126.674.234.543	8000
5	10	662	126.674.234.543	7000
5	11	766	126.674.234.543	9000
5	12	211	126.674.234.543	8888
6	1	669	129.432.123.3	80
6	2	879	129.432.123.3	8080
6	3	35	129.432.123.3	8000
6	4	166	129.432.123.3	7000
6	5	852	129.432.123.3	9000
6	6	613	129.432.123.3	8888
6	7	987	129.432.123.3	80
6	8	447	129.432.123.3	8080
6	9	734	129.432.123.3	8000
6	10	761	129.432.123.3	7000
6	11	691	129.432.123.3	9000
6	12	586	129.432.123.3	8888
7	1	893	129.987.123.422	80
7	2	109	129.987.123.422	8080
7	3	819	129.987.123.422	8000
7	4	998	129.987.123.422	7000
7	5	298	129.987.123.422	9000
7	6	691	129.987.123.422	8888
7	7	893	129.987.123.422	80
7	8	629	129.987.123.422	8080
7	9	330	129.987.123.422	8000
7	10	29	129.987.123.422	7000
7	11	361	129.987.123.422	9000
7	12	651	129.987.123.422	8888
8	1	983	987.654.432.123	80
8	2	675	987.654.432.123	8080
8	3	101	987.654.432.123	8000
8	4	646	987.654.432.123	7000
8	5	3	987.654.432.123	9000
8	6	808	987.654.432.123	8888
8	7	136	987.654.432.123	80
8	8	609	987.654.432.123	8080
8	9	279	987.654.432.123	8000
8	10	999	987.654.432.123	7000
8	11	533	987.654.432.123	9000
8	12	382	987.654.432.123	8888
9	1	936	456.423.0.124	80
9	2	798	456.423.0.124	8080
9	3	357	456.423.0.124	8000
9	4	303	456.423.0.124	7000
9	5	839	456.423.0.124	9000
9	6	292	456.423.0.124	8888
9	7	600	456.423.0.124	80
9	8	265	456.423.0.124	8080
9	9	649	456.423.0.124	8000
9	10	701	456.423.0.124	7000
9	11	259	456.423.0.124	9000
9	12	169	456.423.0.124	8888
10	1	939	126.674.234.543	80
10	2	931	126.674.234.543	8080
10	3	856	126.674.234.543	8000
10	4	325	126.674.234.543	7000
10	5	702	126.674.234.543	9000
10	6	100	126.674.234.543	8888
10	7	694	126.674.234.543	80
10	8	155	126.674.234.543	8080
10	9	721	126.674.234.543	8000
10	10	899	126.674.234.543	7000
10	11	556	126.674.234.543	9000
10	12	484	126.674.234.543	8888
11	1	550	129.432.123.3	80
11	2	663	129.432.123.3	8080
11	3	229	129.432.123.3	8000
11	4	744	129.432.123.3	7000
11	5	368	129.432.123.3	9000
11	6	349	129.432.123.3	8888
11	7	739	129.432.123.3	80
11	8	238	129.432.123.3	8080
11	9	707	129.432.123.3	8000
11	10	639	129.432.123.3	7000
11	11	815	129.432.123.3	9000
11	12	492	129.432.123.3	8888
12	1	94	129.987.123.422	80
12	2	203	129.987.123.422	8080
12	3	84	129.987.123.422	8000
12	4	397	129.987.123.422	7000
