day	hour	value	ip	port
1	1	403	129.432.123.3	80
1	2	217	129.432.123.3	8080
1	3	793	129.432.123.3	8000
1	4	862	129.432.123.3	7000
1	5	351	129.432.123.3	9000
1	6	724	129.432.123.3	8888
1	7	770	129.432.123.3	80
1	8	740	129.432.123.3	8080
1	9	242	129.432.123.3	8000
1	10	610	129.432.123.3	7000
1	11	39	129.432.123.3	9000
1	12	47	129.432.123.3	8888
2	1	685	129.987.123.422	80
2	2	479	129.987.123.422	8080
2	3	220	129.987.123.422	8000
2	4	927	129.987.123.422	7000
2	5	546	129.987.123.422	9000
2	6	415	129.987.123.422	8888
2	7	577	129.987.123.422	80
2	8	566	129.987.123.422	8080
2	9	492	129.987.123.422	8000
2	10	439	129.987.123.422	7000
2	11	798	129.987.123.422	9000
2	12	256	129.987.123.422	8888
3	1	221	987.654.432.123	80
3	2	382	987.654.432.123	8080
3	3	28	987.654.432.123	8000
3	4	804	987.654.432.123	7000
3	5	610	987.654.432.123	9000
3	6	359	987.654.432.123	8888
3	7	441	987.654.432.123	80
3	8	734	987.654.432.123	8080
3	9	757	987.654.432.123	8000
3	10	837	987.654.432.123	7000
3	11	912	987.654.432.123	9000
3	12	952	987.654.432.123	8888
4	1	433	456.423.0.124	80
4	2	40	456.423.0.124	8080
4	3	971	456.423.0.124	8000
4	4	831	456.423.0.124	7000
4	5	933	456.423.0.124	9000
4	6	946	456.423.0.124	8888
4	7	634	456.423.0.124	80
4	8	555	456.423.0.124	8080
4	9	647	456.423.0.124	8000
4	10	121	456.423.0.124	7000
4	11	205	456.423.0.124	9000
4	12	689	456.423.0.124	8888
5	1	388	126.674.234.543	80
5	2	419	126.674.234.543	8080
5	3	906	126.674.234.543	8000
5	4	923	126.674.234.543	7000
5	5	359	126.674.234.543	9000
5	6	352	126.674.234.543	8888
5	7	439	126.674.234.543	80
5	8	783	126.674.234.543	8080
5	9	950	126.674.234.543	8000
5	10	985	126.674.234.543	7000
5	11	554	126.674.234.543	9000
5	12	874	126.674.234.543	8888
6	1	548	129.432.123.3	80
6	2	968	129.432.123.3	8080
6	3	804	129.432.123.3	8000
6	4	81	129.432.123.3	7000
6	5	817	129.432.123.3	9000
6	6	551	129.432.123.3	8888
6	7	827	129.432.123.3	80
6	8	638	129.432.123.3	8080
6	9	608	129.432.123.3	8000
6	10	534	129.432.123.3	7000
6	11	187	129.432.123.3	9000
6	12	158	129.432.123.3	8888
7	1	449	129.987.123.422	80
7	2	678	129.987.123.422	8080
7	3	711	129.987.123.422	8000
7	4	189	129.987.123.422	7000
7	5	108	129.987.123.422	9000
7	6	392	129.987.123.422	8888
7	7	622	129.987.123.422	80
7	8	476	129.987.123.422	8080
7	9	549	129.987.123.422	8000
7	10	932	129.987.123.422	7000
7	11	221	129.987.123.422	9000
7	12	622	129.987.123.422	8888
8	1	730	987.654.432.123	80
8	2	282	987.654.432.123	8080
8	3	210	987.654.432.123	8000
8	4	779	987.654.432.123	7000
8	5	480	987.654.432.123	9000
8	6	47	987.654.432.123	8888
8	7	951	987.654.432.123	80
8	8	27	987.654.432.123	8080
8	9	777	987.654.432.123	8000
8	10	504	987.654.432.123	7000
8	11	721	987.654.432.123	9000
8	12	225	987.654.432.123	8888
9	1	212	456.423.0.124	80
9	2	503	456.423.0.124	8080
9	3	902	456.423.0.124	8000
9	4	937	456.423.0.124	7000
9	5	635	456.423.0.124	9000
9	6	197	456.423.0.124	8888
9	7	471	456.423.0.124	80
9	8	649	456.423.0.124	8080
9	9	679	456.423.0.124	8000
9	10	69	456.423.0.124	7000
9	11	663	456.423.0.124	9000
9	12	61	456.423.0.124	8888
10	1	480	126.674.234.543	80
10	2	886	126.674.234.543	8080
10	3	147	126.674.234.543	8000
10	4	278	126.674.234.543	7000
10	5	921	126.674.234.543	9000
10	6	811	126.674.234.543	8888
10	7	69	126.674.234.543	80
10	8	607	126.674.234.543	8080
10	9	830	126.674.234.543	8000
10	10	282	126.674.234.543	7000
10	11	817	126.674.234.543	9000
10	12	903	126.674.234.543	8888
11	1	824	129.432.123.3	80
11	2	209	129.432.123.3	8080
11	3	760	129.432.123.3	8000
11	4	828	129.432.123.3	7000
11	5	607	129.432.123.3	9000
11	6	207	129.432.123.3	8888
11	7	504	129.432.123.3	80
11	8	168	129.432.123.3	8080
11	9	87	129.432.123.3	8000
11	10	494	129.432.123.3	7000
11	11	402	129.432.123.3	9000
11	12	530	129.432.123.3	8888
12	1	212	129.987.123.422	80
12	2	262	129.987.123.422	8080
12	3	707	129.987.123.422	8000
12	4	227	129.987.123.422	7000
12	5	11	129.987.123.422	9000
12	6	756	129.987.123.422	8888
12	7	731	129.987.123.422	80
12	8	304	129.987.123.422	8080
12	9	361	129.987.123.422	8000
12	10	509	129.987.123.422	7000
12	11	994	129.987.123.422	9000
12	12	602	129.987.123.422	8888
13	1	178	987.654.432.123	80
13	2	82	987.654.432.123	8080
13	3	741	987.654.432.123	8000
13	4	866	987.654.432.123	7000
13	5	450	987.654.432.123	9000
13	6	34	987.654.432.123	8888
13	7	219	987.654.432.123	80
13	8	541	987.654.432.123	8080
13	9	808	987.654.432.123	8000
13	10	604	987.654.432.123	7000
13	11	860	987.654.432.123	9000
13	12	459	987.654.432.123	8888
14	1	455	456.423.0.124	80
14	2	181	456.423.0.124	8080
14	3	39	456.423.0.124	8000
14	4	318	456.423.0.124	7000
14	5	625	456.423.0.124	9000
14	6	199	456.423.0.124	8888
14	7	270	456.423.0.124	80
14	8	980	456.423.0.124	8080
14	9	490	456.423.0.124	8000
14	10	759	456.423.0.124	7000
14	11	173	456.423.0.124	9000
14	12	773	456.423.0.124	8888
15	1	466	126.674.234.543	80
15	2	858	126.674.234.543	8080
15	3	35	126.674.234.543	8000
15	4	351	126.674.234.543	7000
15	5	943	126.674.234.543	9000
15	6	744	126.674.234.543	8888
15	7	895	126.674.234.543	80
15	8	984	126.674.234.543	8080
15	9	392	126.674.234.543	8000
15	10	664	126.674.234.543	7000
15	11	839	126.674.234.543	9000
15	12	500	126.674.234.543	8888
