day	hour	value	ip	port
1	1	186	129.432.123.3	80
1	2	329	129.432.123.3	8080
1	3	769	129.432.123.3	8000
1	4	730	129.432.123.3	7000
1	5	565	129.432.123.3	9000
1	6	773	129.432.123.3	8888
1	7	895	129.432.123.3	80
1	8	701	129.432.123.3	8080
1	9	892	129.432.123.3	8000
1	10	382	129.432.123.3	7000
1	11	42	129.432.123.3	9000
1	12	155	129.432.123.3	8888
2	1	226	129.987.123.422	80
2	2	863	129.987.123.422	8080
2	3	244	129.987.123.422	8000
2	4	61	129.987.123.422	7000
2	5	970	129.987.123.422	9000
2	6	828	129.987.123.422	8888
2	7	836	129.987.123.422	80
2	8	356	129.987.123.422	8080
2	9	133	129.987.123.422	8000
2	10	522	129.987.123.422	7000
2	11	104	129.987.123.422	9000
2	12	157	129.987.123.422	8888
3	1	159	987.654.432.123	80
3	2	692	987.654.432.123	8080
3	3	729	987.654.432.123	8000
3	4	122	987.654.432.123	7000
3	5	103	987.654.432.123	9000
3	6	171	987.654.432.123	8888
3	7	867	987.654.432.123	80
3	8	604	987.654.432.123	8080
3	9	964	987.654.432.123	8000
3	10	523	987.654.432.123	7000
3	11	429	987.654.432.123	9000
3	12	214	987.654.432.123	8888
4	1	568	456.423.0.124	80
4	2	16	456.423.0.124	8080
4	3	509	456.423.0.124	8000
4	4	119	456.423.0.124	7000
4	5	983	456.423.0.124	9000
4	6	586	456.423.0.124	8888
4	7	703	456.423.0.124	80
4	8	380	456.423.0.124	8080
4	9	239	456.423.0.124	8000
4	10	419	456.423.0.124	7000
4	11	180	456.423.0.124	9000
4	12	862	456.423.0.124	8888
5	1	73	126.674.234.543	80
5	2	199	126.674.234.543	8080
5	3	208	126.674.234.543	8000
5	4	702	126.674.234.543	7000
5	5	590	126.674.234.543	9000
5	6	65	126.674.234.543	8888
5	7	614	126.674.234.543	80
5	8	370	126.674.234.543	8080
5	9	621	126.674.234.543	8000
5	10	159	126.674.234.543	7000
5	11	122	126.674.234.543	9000
5	12	401	126.674.234.543	8888
6	1	883	129.432.123.3	80
6	2	733	129.432.123.3	8080
6	3	127	129.432.123.3	8000
6	4	965	129.432.123.3	7000
6	5	46	129.432.123.3	9000
6	6	585	129.432.123.3	8888
6	7	357	129.432.123.3	80
6	8	448	129.432.123.3	8080
6	9	689	129.432.123.3	8000
6	10	840	129.432.123.3	7000
6	11	121	129.432.123.3	9000
6	12	183	129.432.123.3	8888
7	1	247	129.987.123.422	80
7	2	131	129.987.123.422	8080
7	3	963	129.987.123.422	8000
7	4	597	129.987.123.422	7000
7	5	317	129.987.123.422	9000
7	6	753	129.987.123.422	8888
7	7	225	129.987.123.422	80
7	8	766	129.987.123.422	8080
7	9	296	129.987.123.422	8000
7	10	475	129.987.123.422	7000
7	11	861	129.987.123.422	9000
7	12	21	129.987.123.422	8888
8	1	59	987.654.432.123	80
8	2	573	987.654.432.123	8080
8	3	499	987.654.432.123	8000
8	4	224	987.654.432.123	7000
8	5	962	987.654.432.123	9000
8	6	273	987.654.432.123	8888
8	7	103	987.654.432.123	80
8	8	605	987.654.432.123	8080
8	9	47	987.654.432.123	8000
8	10	550	987.654.432.123	7000
8	11	143	987.654.432.123	9000
8	12	922	987.654.432.123	8888
9	1	89	456.423.0.124	80
9	2	896	456.423.0.124	8080
9	3	516	456.423.0.124	8000
9	4	846	456.423.0.124	7000
9	5	852	456.423.0.124	9000
9	6	368	456.423.0.124	8888
9	7	764	456.423.0.124	80
9	8	877	456.423.0.124	8080
9	9	777	456.423.0.124	8000
9	10	831	456.423.0.124	7000
9	11	180	456.423.0.124	9000
9	12	791	456.423.0.124	8888
10	1	838	126.674.234.543	80
10	2	608	126.674.234.543	8080
10	3	384	126.674.234.543	8000
10	4	806	126.674.234.543	7000
10	5	41	126.674.234.543	9000
10	6	446	126.674.234.543	8888
10	7	855	126.674.234.543	80
10	8	266	126.674.234.543	8080
10	9	178	126.674.234.543	8000
10	10	336	126.674.234.543	7000
10	11	994	126.674.234.543	9000
10	12	993	126.674.234.543	8888
11	1	876	129.432.123.3	80
11	2	39	129.432.123.3	8080
11	3	465	129.432.123.3	8000
11	4	162	129.432.123.3	7000
11	5	381	129.432.123.3	9000
11	6	48	129.432.123.3	8888
11	7	541	129.432.123.3	80
11	8	977	129.432.123.3	8080
11	9	58	129.432.123.3	8000
11	10	814	129.432.123.3	7000
11	11	139	129.432.123.3	9000
11	12	352	129.432.123.3	8888
12	1	220	129.987.123.422	80
12	2	766	129.987.123.422	8080
12	3	308	129.987.123.422	8000
12	4	187	129.987.123.422	7000
12	5	353	129.987.123.422	9000
12	6	714	129.987.123.422	8888
12	7	381	129.987.123.422	80
12	8	638	129.987.123.422	8080
12	9	512	129.987.123.422	8000
12	10	59	129.987.123.422	7000
12	11	652	129.987.123.422	9000
12	12	490	129.987.123.422	8888
13	1	481	987.654.432.123	80
13	2	627	987.654.432.123	8080
13	3	890	987.654.432.123	8000
13	4	912	987.654.432.123	7000
13	5	666	987.654.432.123	9000
13	6	587	987.654.432.123	8888
13	7	721	987.654.432.123	80
13	8	454	987.654.432.123	8080
13	9	791	987.654.432.123	8000
13	10	395	987.654.432.123	7000
13	11	330	987.654.432.123	9000
13	12	629	987.654.432.123	8888
14	1	844	456.423.0.124	80
14	2	446	456.423.0.124	8080
14	3	11	456.423.0.124	8000
14	4	429	456.423.0.124	7000
14	5	294	456.423.0.124	9000
14	6	400	456.423.0.124	8888
14	7	808	456.423.0.124	80
14	8	300	456.423.0.124	8080
14	9	147	456.423.0.124	8000
14	10	396	456.423.0.124	7000
14	11	576	456.423.0.124	9000
14	12	388	456.423.0.124	8888
15	1	135	126.674.234.543	80
15	2	33	126.674.234.543	8080
15	3	80	126.674.234.543	8000
15	4	124	126.674.234.543	7000
15	5	681	126.674.234.543	9000
15	6	342	126.674.234.543	8888
15	7	985	126.674.234.543	80
15	8	712	126.674.234.543	8080
15	9	277	126.674.234.543	8000
15	10	2	126.674.234.543	7000
15	11	452	126.674.234.543	9000
15	12	896	126.674.234.543	8888
