day	hour	value	ip	port
1	1	42	129.432.123.3	80
1	2	553	129.432.123.3	8080
1	3	365	129.432.123.3	8000
1	4	514	129.432.123.3	7000
1	5	466	129.432.123.3	9000
1	6	90	129.432.123.3	8888
1	7	112	129.432.123.3	80
1	8	766	129.432.123.3	8080
1	9	705	129.432.123.3	8000
1	10	331	129.432.123.3	7000
1	11	160	129.432.123.3	9000
1	12	315	129.432.123.3	8888
2	1	97	129.987.123.422	80
2	2	889	129.987.123.422	8080
2	3	174	129.987.123.422	8000
2	4	678	129.987.123.422	7000
2	5	910	129.987.123.422	9000
2	6	164	129.987.123.422	8888
2	7	572	129.987.123.422	80
2	8	484	129.987.123.422	8080
2	9	713	129.987.123.422	8000
2	10	233	129.987.123.422	7000
2	11	730	129.987.123.422	9000
2	12	845	129.987.123.422	8888
3	1	602	987.654.432.123	80
3	2	699	987.654.432.123	8080
3	3	373	987.654.432.123	8000
3	4	976	987.654.432.123	7000
3	5	933	987.654.432.123	9000
3	6	627	987.654.432.123	8888
3	7	231	987.654.432.123	80
3	8	648	987.654.432.123	8080
3	9	221	987.654.432.123	8000
3	10	85	987.654.432.123	7000
3	11	28	987.654.432.123	9000
3	12	551	987.654.432.123	8888
4	1	600	456.423.0.124	80
4	2	855	456.423.0.124	8080
4	3	350	456.423.0.124	8000
4	4	368	456.423.0.124	7000
4	5	825	456.423.0.124	9000
4	6	789	456.423.0.124	8888
4	7	941	456.423.0.124	80
4	8	330	456.423.0.124	8080
4	9	500	456.423.0.124	8000
4	10	298	456.423.0.124	7000
4	11	232	456.423.0.124	9000
4	12	136	456.423.0.124	8888
5	1	985	126.674.234.543	80
5	2	563	126.674.234.543	8080
5	3	842	126.674.234.543	8000
5	4	325	126.674.234.543	7000
5	5	721	126.674.234.543	9000
5	6	188	126.674.234.543	8888
5	7	313	126.674.234.543	80
5	8	395	126.674.234.543	8080
5	9	13	126.674.234.543	8000
5	10	146	126.674.234.543	7000
5	11	9	126.674.234.543	9000
5	12	566	126.674.234.543	8888
6	1	843	129.432.123.3	80
6	2	697	129.432.123.3	8080
6	3	436	129.432.123.3	8000
6	4	10	129.432.123.3	7000
6	5	278	129.432.123.3	9000
6	6	819	129.432.123.3	8888
6	7	709	129.432.123.3	80
6	8	247	129.432.123.3	8080
6	9	690	129.432.123.3	8000
6	10	692	129.432.123.3	7000
6	11	632	129.432.123.3	9000
6	12	232	129.432.123.3	8888
7	1	279	129.987.123.422	80
7	2	421	129.987.123.422	8080
7	3	564	129.987.123.422	8000
7	4	688	129.987.123.422	7000
7	5	400	129.987.123.422	9000
7	6	791	129.987.123.422	8888
7	7	391	129.987.123.422	80
7	8	959	129.987.123.422	8080
7	9	817	129.987.123.422	8000
7	10	501	129.987.123.422	7000
7	11	348	129.987.123.422	9000
7	12	16	129.987.123.422	8888
8	1	601	987.654.432.123	80
8	2	455	987.654.432.123	8080
8	3	668	987.654.432.123	8000
8	4	115	987.654.432.123	7000
8	5	767	987.654.432.123	9000
8	6	138	987.654.432.123	8888
8	7	9	987.654.432.123	80
8	8	618	987.654.432.123	8080
8	9	635	987.654.432.123	8000
8	10	406	987.654.432.123	7000
8	11	402	987.654.432.123	9000
8	12	632	987.654.432.123	8888
9	1	295	456.423.0.124	80
9	2	655	456.423.0.124	8080
9	3	385	456.423.0.124	8000
9	4	308	456.423.0.124	7000
9	5	566	456.423.0.124	9000
9	6	556	456.423.0.124	8888
9	7	734	456.423.0.124	80
9	8	152	456.423.0.124	8080
9	9	287	456.423.0.124	8000
9	10	782	456.423.0.124	7000
9	11	281	456.423.0.124	9000
9	12	479	456.423.0.124	8888
10	1	115	126.674.234.543	80
10	2	207	126.674.234.543	8080
10	3	502	126.674.234.543	8000
10	4	32	126.674.234.543	7000
10	5	166	126.674.234.543	9000
10	6	170	126.674.234.543	8888
10	7	9	126.674.234.543	80
10	8	120	126.674.234.543	8080
10	9	326	126.674.234.543	8000
10	10	87	126.674.234.543	7000
10	11	428	126.674.234.543	9000
10	12	325	126.674.234.543	8888
11	1	387	129.432.123.3	80
11	2	618	129.432.123.3	8080
11	3	985	129.432.123.3	8000
11	4	754	129.432.123.3	7000
11	5	444	129.432.123.3	9000
11	6	932	129.432.123.3	8888
11	7	590	129.432.123.3	80
11	8	683	129.432.123.3	8080
11	9	3	129.432.123.3	8000
11	10	270	129.432.123.3	7000
11	11	101	129.432.123.3	9000
11	12	691	129.432.123.3	8888
12	1	16	129.987.123.422	80
12	2	637	129.987.123.422	8080
12	3	433	129.987.123.422	8000
12	4	971	129.987.123.422	7000
12	5	759	129.987.123.422	9000
12	6	667	129.987.123.422	8888
