day	hour	value	ip	port
1	1	258	129.432.123.3	80
1	2	100	129.432.123.3	8080
1	3	78	129.432.123.3	8000
1	4	684	129.432.123.3	7000
1	5	185	129.432.123.3	9000
1	6	90	129.432.123.3	8888
1	7	118	129.432.123.3	80
1	8	533	129.432.123.3	8080
1	9	545	129.432.123.3	8000
1	10	271	129.432.123.3	7000
1	11	351	129.432.123.3	9000
1	12	151	129.432.123.3	8888
2	1	778	129.987.123.422	80
2	2	685	129.987.123.422	8080
2	3	228	129.987.123.422	8000
2	4	856	129.987.123.422	7000
2	5	649	129.987.123.422	9000
2	6	416	129.987.123.422	8888
2	7	352	129.987.123.422	80
2	8	279	129.987.123.422	8080
2	9	113	129.987.123.422	8000
2	10	320	129.987.123.422	7000
2	11	104	129.987.123.422	9000
2	12	288	129.987.123.422	8888
3	1	369	987.654.432.123	80
3	2	803	987.654.432.123	8080
3	3	198	987.654.432.123	8000
3	4	830	987.654.432.123	7000
3	5	707	987.654.432.123	9000
3	6	147	987.654.432.123	8888
3	7	460	987.654.432.123	80
3	8	488	987.654.432.123	8080
3	9	698	987.654.432.123	8000
3	10	894	987.654.432.123	7000
3	11	124	987.654.432.123	9000
3	12	741	987.654.432.123	8888
4	1	655	456.423.0.124	80
4	2	428	456.423.0.124	8080
4	3	106	456.423.0.124	8000
4	4	65	456.423.0.124	7000
4	5	188	456.423.0.124	9000
4	6	798	456.423.0.124	8888
4	7	445	456.423.0.124	80
4	8	366	456.423.0.124	8080
4	9	530	456.423.0.124	8000
4	10	329	456.423.0.124	7000
4	11	990	456.423.0.124	9000
4	12	405	456.423.0.124	8888
5	1	608	126.674.234.543	80
5	2	318	126.674.234.543	8080
5	3	826	126.674.234.543	8000
5	4	990	126.674.234.543	7000
5	5	239	126.674.234.543	9000
5	6	83	126.674.234.543	8888
5	7	794	126.674.234.543	80
5	8	869	126.674.234.543	8080
5	9	508	126.674.234.543	8000
5	10	498	126.674.234.543	7000
5	11	675	126.674.234.543	9000
5	12	113	126.674.234.543	8888
6	1	607	129.432.123.3	80
6	2	250	129.432.123.3	8080
6	3	619	129.432.123.3	8000
6	4	283	129.432.123.3	7000
6	5	376	129.432.123.3	9000
6	6	463	129.432.123.3	8888
6	7	396	129.432.123.3	80
6	8	929	129.432.123.3	8080
6	9	196	129.432.123.3	8000
6	10	386	129.432.123.3	7000
6	11	302	129.432.123.3	9000
6	12	732	129.432.123.3	8888
7	1	849	129.987.123.422	80
7	2	71	129.987.123.422	8080
7	3	801	129.987.123.422	8000
7	4	570	129.987.123.422	7000
7	5	567	129.987.123.422	9000
7	6	520	129.987.123.422	8888
7	7	50	129.987.123.422	80
7	8	773	129.987.123.422	8080
7	9	847	129.987.123.422	8000
7	10	322	129.987.123.422	7000
7	11	141	129.987.123.422	9000
7	12	820	129.987.123.422	8888
8	1	163	987.654.432.123	80
8	2	247	987.654.432.123	8080
8	3	476	987.654.432.123	8000
8	4	837	987.654.432.123	7000
8	5	371	987.654.432.123	9000
8	6	882	987.654.432.123	8888
8	7	988	987.654.432.123	80
8	8	271	987.654.432.123	8080
8	9	407	987.654.432.123	8000
8	10	24	987.654.432.123	7000
8	11	910	987.654.432.123	9000
8	12	389	987.654.432.123	8888
9	1	673	456.423.0.124	80
9	2	865	456.423.0.124	8080
9	3	892	456.423.0.124	8000
9	4	224	456.423.0.124	7000
9	5	439	456.423.0.124	9000
9	6	884	456.423.0.124	8888
9	7	993	456.423.0.124	80
9	8	461	456.423.0.124	8080
9	9	953	456.423.0.124	8000
9	10	501	456.423.0.124	7000
9	11	907	456.423.0.124	9000
9	12	108	456.423.0.124	8888
10	1	614	126.674.234.543	80
10	2	928	126.674.234.543	8080
10	3	381	126.674.234.543	8000
10	4	57	126.674.234.543	7000
10	5	826	126.674.234.543	9000
10	6	657	126.674.234.543	8888
10	7	880	126.674.234.543	80
10	8	191	126.674.234.543	8080
10	9	450	126.674.234.543	8000
10	10	970	126.674.234.543	7000
10	11	595	126.674.234.543	9000
10	12	515	126.674.234.543	8888
11	1	730	129.432.123.3	80
11	2	272	129.432.123.3	8080
11	3	642	129.432.123.3	8000
11	4	709	129.432.123.3	7000
11	5	972	129.432.123.3	9000
11	6	544	129.432.123.3	8888
11	7	449	129.432.123.3	80
11	8	522	129.432.123.3	8080
11	9	185	129.432.123.3	8000
11	10	235	129.432.123.3	7000
11	11	440	129.432.123.3	9000
11	12	579	129.432.123.3	8888
12	1	133	129.987.123.422	80
12	2	514	129.987.123.422	8080
12	3	954	129.987.123.422	8000
12	4	918	129.987.123.422	7000
12	5	386	129.987.123.422	9000
12	6	288	129.987.123.422	8888
12	7	978	129.987.123.422	80
12	8	727	129.987.123.422	8080
12	9	610	129.987.123.422	8000
12	10	81	129.987.123.422	7000
12	11	711	129.987.123.422	9000
12	12	460	129.987.123.422	8888
13	1	507	987.654.432.123	80
13	2	483	987.654.432.123	8080
13	3	347	987.654.432.123	8000
13	4	828	987.654.432.123	7000
13	5	935	987.654.432.123	9000
13	6	95	987.654.432.123	8888
13	7	908	987.654.432.123	80
13	8	267	987.654.432.123	8080
13	9	751	987.654.432.123	8000
13	10	244	987.654.432.123	7000
13	11	867	987.654.432.123	9000
13	12	798	987.654.432.123	8888
14	1	998	456.423.0.124	80
14	2	411	456.423.0.124	8080
14	3	404	456.423.0.124	8000
14	4	878	456.423.0.124	7000
14	5	721	456.423.0.124	9000
14	6	927	456.423.0.124	8888
14	7	721	456.423.0.124	80
14	8	956	456.423.0.124	8080
14	9	644	456.423.0.124	8000
14	10	947	456.423.0.124	7000
14	11	390	456.423.0.124	9000
14	12	6	456.423.0.124	8888
15	1	840	126.674.234.543	80
15	2	477	126.674.234.543	8080
15	3	683	126.674.234.543	8000
15	4	526	126.674.234.543	7000
15	5	174	126.674.234.543	9000
15	6	914	126.674.234.543	8888
15	7	171	126.674.234.543	80
15	8	736	126.674.234.543	8080
15	9	457	126.674.234.543	8000
15	10	419	126.674.234.543	7000
15	11	970	126.674.234.543	9000
15	12	773	126.674.234.543	8888
