day	hour	value	ip	port
1	1	838	129.432.123.3	80
1	2	899	129.432.123.3	8080
1	3	646	129.432.123.3	8000
1	4	611	129.432.123.3	7000
1	5	320	129.432.123.3	9000
1	6	442	129.432.123.3	8888
1	7	236	129.432.123.3	80
1	8	186	129.432.123.3	8080
1	9	717	129.432.123.3	8000
1	10	436	129.432.123.3	7000
1	11	827	129.432.123.3	9000
1	12	675	129.432.123.3	8888
2	1	384	129.987.123.422	80
2	2	69	129.987.123.422	8080
2	3	136	129.987.123.422	8000
2	4	255	129.987.123.422	7000
2	5	650	129.987.123.422	9000
2	6	655	129.987.123.422	8888
2	7	148	129.987.123.422	80
2	8	353	129.987.123.422	8080
2	9	767	129.987.123.422	8000
2	10	919	129.987.123.422	7000
2	11	297	129.987.123.422	9000
2	12	619	129.987.123.422	8888
3	1	261	987.654.432.123	80
3	2	105	987.654.432.123	8080
3	3	944	987.654.432.123	8000
3	4	793	987.654.432.123	7000
3	5	166	987.654.432.123	9000
3	6	360	987.654.432.123	8888
3	7	161	987.654.432.123	80
3	8	771	987.654.432.123	8080
3	9	672	987.654.432.123	8000
3	10	955	987.654.432.123	7000
3	11	235	987.654.432.123	9000
3	12	566	987.654.432.123	8888
4	1	666	456.423.0.124	80
4	2	878	456.423.0.124	8080
4	3	442	456.423.0.124	8000
4	4	645	456.423.0.124	7000
4	5	66	456.423.0.124	9000
4	6	613	456.423.0.124	8888
4	7	518	456.423.0.124	80
4	8	336	456.423.0.124	8080
4	9	75	456.423.0.124	8000
4	10	487	456.423.0.124	7000
4	11	921	456.423.0.124	9000
4	12	264	456.423.0.124	8888
5	1	751	126.674.234.543	80
5	2	350	126.674.234.543	8080
5	3	215	126.674.234.543	8000
5	4	475	126.674.234.543	7000
5	5	523	126.674.234.543	9000
5	6	91	126.674.234.543	8888
5	7	311	126.674.234.543	80
5	8	742	126.674.234.543	8080
5	9	854	126.674.234.543	8000
5	10	539	126.674.234.543	7000
5	11	566	126.674.234.543	9000
5	12	550	126.674.234.543	8888
6	1	767	129.432.123.3	80
6	2	671	129.432.123.3	8080
6	3	400	129.432.123.3	8000
6	4	285	129.432.123.3	7000
6	5	75	129.432.123.3	9000
6	6	410	129.432.123.3	8888
6	7	816	129.432.123.3	80
6	8	980	129.432.123.3	8080
6	9	179	129.432.123.3	8000
6	10	856	129.432.123.3	7000
6	11	555	129.432.123.3	9000
6	12	462	129.432.123.3	8888
7	1	635	129.987.123.422	80
7	2	811	129.987.123.422	8080
7	3	255	129.987.123.422	8000
7	4	724	129.987.123.422	7000
7	5	618	129.987.123.422	9000
7	6	179	129.987.123.422	8888
7	7	129	129.987.123.422	80
7	8	219	129.987.123.422	8080
7	9	45	129.987.123.422	8000
7	10	508	129.987.123.422	7000
7	11	0	129.987.123.422	9000
7	12	910	129.987.123.422	8888
8	1	555	987.654.432.123	80
8	2	50	987.654.432.123	8080
8	3	227	987.654.432.123	8000
8	4	994	987.654.432.123	7000
8	5	516	987.654.432.123	9000
8	6	511	987.654.432.123	8888
8	7	426	987.654.432.123	80
8	8	8	987.654.432.123	8080
