day	hour	value	ip	port
1	1	64	129.432.123.3	80
1	2	298	129.432.123.3	8080
1	3	524	129.432.123.3	8000
1	4	376	129.432.123.3	7000
1	5	398	129.432.123.3	9000
1	6	119	129.432.123.3	8888
1	7	115	129.432.123.3	80
1	8	512	129.432.123.3	8080
1	9	177	129.432.123.3	8000
1	10	344	129.432.123.3	7000
1	11	937	129.432.123.3	9000
1	12	43	129.432.123.3	8888
2	1	865	129.987.123.422	80
2	2	552	129.987.123.422	8080
2	3	105	129.987.123.422	8000
2	4	378	129.987.123.422	7000
2	5	172	129.987.123.422	9000
2	6	991	129.987.123.422	8888
2	7	288	129.987.123.422	80
2	8	459	129.987.123.422	8080
2	9	23	129.987.123.422	8000
2	10	312	129.987.123.422	7000
2	11	1	129.987.123.422	9000
2	12	982	129.987.123.422	8888
3	1	872	987.654.432.123	80
3	2	86	987.654.432.123	8080
3	3	169	987.654.432.123	8000
3	4	712	987.654.432.123	7000
3	5	357	987.654.432.123	9000
3	6	250	987.654.432.123	8888
3	7	151	987.654.432.123	80
3	8	43	987.654.432.123	8080
3	9	895	987.654.432.123	8000
3	10	262	987.654.432.123	7000
3	11	543	987.654.432.123	9000
3	12	592	987.654.432.123	8888
4	1	252	456.423.0.124	80
4	2	972	456.423.0.124	8080
4	3	650	456.423.0.124	8000
4	4	234	456.423.0.124	7000
4	5	996	456.423.0.124	9000
4	6	394	456.423.0.124	8888
4	7	598	456.423.0.124	80
4	8	469	456.423.0.124	8080
4	9	598	456.423.0.124	8000
4	10	471	456.423.0.124	7000
4	11	52	456.423.0.124	9000
4	12	809	456.423.0.124	8888
5	1	948	126.674.234.543	80
5	2	454	126.674.234.543	8080
5	3	740	126.674.234.543	8000
5	4	329	126.674.234.543	7000
5	5	755	126.674.234.543	9000
5	6	29	126.674.234.543	8888
5	7	348	126.674.234.543	80
5	8	282	126.674.234.543	8080
5	9	387	126.674.234.543	8000
5	10	978	126.674.234.543	7000
5	11	800	126.674.234.543	9000
5	12	34	126.674.234.543	8888
6	1	264	129.432.123.3	80
6	2	392	129.432.123.3	8080
6	3	467	129.432.123.3	8000
6	4	555	129.432.123.3	7000
6	5	156	129.432.123.3	9000
6	6	291	129.432.123.3	8888
6	7	146	129.432.123.3	80
6	8	764	129.432.123.3	8080
6	9	263	129.432.123.3	8000
6	10	53	129.432.123.3	7000
6	11	513	129.432.123.3	9000
6	12	996	129.432.123.3	8888
7	1	254	129.987.123.422	80
7	2	320	129.987.123.422	8080
7	3	182	129.987.123.422	8000
7	4	636	129.987.123.422	7000
7	5	774	129.987.123.422	9000
7	6	847	129.987.123.422	8888
7	7	504	129.987.123.422	80
7	8	956	129.987.123.422	8080
7	9	790	129.987.123.422	8000
7	10	808	129.987.123.422	7000
7	11	233	129.987.123.422	9000
7	12	942	129.987.123.422	8888
8	1	740	987.654.432.123	80
8	2	503	987.654.432.123	8080
8	3	27	987.654.432.123	8000
8	4	860	987.654.432.123	7000
8	5	851	987.654.432.123	9000
8	6	547	987.654.432.123	8888
8	7	453	987.654.432.123	80
8	8	887	987.654.432.123	8080
8	9	249	987.654.432.123	8000
8	10	516	987.654.432.123	7000
8	11	74	987.654.432.123	9000
8	12	244	987.654.432.123	8888
9	1	567	456.423.0.124	80
9	2	785	456.423.0.124	8080
9	3	906	456.423.0.124	8000
9	4	517	456.423.0.124	7000
9	5	365	456.423.0.124	9000
9	6	717	456.423.0.124	8888
9	7	654	456.423.0.124	80
9	8	111	456.423.0.124	8080
9	9	531	456.423.0.124	8000
9	10	110	456.423.0.124	7000
9	11	527	456.423.0.124	9000
9	12	769	456.423.0.124	8888
10	1	619	126.674.234.543	80
10	2	948	126.674.234.543	8080
10	3	993	126.674.234.543	8000
10	4	802	126.674.234.543	7000
10	5	81	126.674.234.543	9000
10	6	673	126.674.234.543	8888
10	7	58	126.674.234.543	80
10	8	340	126.674.234.543	8080
10	9	633	126.674.234.543	8000
10	10	415	126.674.234.543	7000
10	11	23	126.674.234.543	9000
10	12	423	126.674.234.543	8888
11	1	5	129.432.123.3	80
11	2	864	129.432.123.3	8080
11	3	447	129.432.123.3	8000
11	4	80	129.432.123.3	7000
11	5	566	129.432.123.3	9000
11	6	573	129.432.123.3	8888
11	7	141	129.432.123.3	80
11	8	900	129.432.123.3	8080
11	9	317	129.432.123.3	8000
11	10	461	129.432.123.3	7000
11	11	435	129.432.123.3	9000
11	12	907	129.432.123.3	8888
12	1	882	129.987.123.422	80
12	2	796	129.987.123.422	8080
12	3	426	129.987.123.422	8000
12	4	32	129.987.123.422	7000
12	5	647	129.987.123.422	9000
12	6	431	129.987.123.422	8888
12	7	622	129.987.123.422	80
12	8	474	129.987.123.422	8080
12	9	93	129.987.123.422	8000
12	10	500	129.987.123.422	7000
12	11	139	129.987.123.422	9000
12	12	291	129.987.123.422	8888
13	1	12	987.654.432.123	80
13	2	668	987.654.432.123	8080
13	3	563	987.654.432.123	8000
13	4	780	987.654.432.123	7000
13	5	67	987.654.432.123	9000
13	6	864	987.654.432.123	8888
13	7	402	987.654.432.123	80
13	8	964	987.654.432.123	8080
13	9	5	987.654.432.123	8000
13	10	983	987.654.432.123	7000
13	11	363	987.654.432.123	9000
13	12	973	987.654.432.123	8888
14	1	323	456.423.0.124	80
14	2	885	456.423.0.124	8080
14	3	937	456.423.0.124	8000
14	4	676	456.423.0.124	7000
14	5	101	456.423.0.124	9000
14	6	74	456.423.0.124	8888
14	7	420	456.423.0.124	80
14	8	673	456.423.0.124	8080
14	9	775	456.423.0.124	8000
14	10	95	456.423.0.124	7000
14	11	420	456.423.0.124	9000
14	12	307	456.423.0.124	8888
15	1	419	126.674.234.543	80
15	2	784	126.674.234.543	8080
15	3	282	126.674.234.543	8000
15	4	844	126.674.234.543	7000
15	5	398	126.674.234.543	9000
15	6	233	126.674.234.543	8888
15	7	706	126.674.234.543	80
15	8	228	126.674.234.543	8080
15	9	214	126.674.234.543	8000
15	10	280	126.674.234.543	7000
15	11	429	126.674.234.543	9000
15	12	384	126.674.234.543	8888
