day	hour	value	ip	port
1	1	137	129.432.123.3	80
1	2	602	129.432.123.3	8080
1	3	636	129.432.123.3	8000
1	4	514	129.432.123.3	7000
1	5	108	129.432.123.3	9000
1	6	856	129.432.123.3	8888
1	7	970	129.432.123.3	80
1	8	530	129.432.123.3	8080
1	9	630	129.432.123.3	8000
1	10	577	129.432.123.3	7000
1	11	515	129.432.123.3	9000
1	12	174	129.432.123.3	8888
2	1	185	129.987.123.422	80
2	2	92	129.987.123.422	8080
2	3	671	129.987.123.422	8000
2	4	339	129.987.123.422	7000
2	5	416	129.987.123.422	9000
2	6	144	129.987.123.422	8888
2	7	201	129.987.123.422	80
2	8	722	129.987.123.422	8080
2	9	65	129.987.123.422	8000
2	10	556	129.987.123.422	7000
2	11	673	129.987.123.422	9000
2	12	780	129.987.123.422	8888
3	1	422	987.654.432.123	80
3	2	872	987.654.432.123	8080
3	3	287	987.654.432.123	8000
3	4	481	987.654.432.123	7000
3	5	657	987.654.432.123	9000
3	6	670	987.654.432.123	8888
3	7	455	987.654.432.123	80
3	8	884	987.654.432.123	8080
3	9	335	987.654.432.123	8000
3	10	646	987.654.432.123	7000
3	11	768	987.654.432.123	9000
3	12	717	987.654.432.123	8888
4	1	513	456.423.0.124	80
4	2	287	456.423.0.124	8080
4	3	916	456.423.0.124	8000
4	4	882	456.423.0.124	7000
4	5	266	456.423.0.124	9000
4	6	974	456.423.0.124	8888
4	7	384	456.423.0.124	80
4	8	581	456.423.0.124	8080
4	9	353	456.423.0.124	8000
4	10	490	456.423.0.124	7000
4	11	582	456.423.0.124	9000
4	12	283	456.423.0.124	8888
5	1	283	126.674.234.543	80
5	2	559	126.674.234.543	8080
5	3	77	126.674.234.543	8000
5	4	438	126.674.234.543	7000
5	5	747	126.674.234.543	9000
5	6	10	126.674.234.543	8888
5	7	383	126.674.234.543	80
5	8	673	126.674.234.543	8080
5	9	539	126.674.234.543	8000
5	10	930	126.674.234.543	7000
5	11	875	126.674.234.543	9000
5	12	521	126.674.234.543	8888
6	1	549	129.432.123.3	80
6	2	667	129.432.123.3	8080
6	3	728	129.432.123.3	8000
6	4	290	129.432.123.3	7000
6	5	675	129.432.123.3	9000
6	6	154	129.432.123.3	8888
