day	hour	value	ip	port
1	1	740	129.432.123.3	80
1	2	641	129.432.123.3	8080
1	3	60	129.432.123.3	8000
1	4	400	129.432.123.3	7000
1	5	781	129.432.123.3	9000
1	6	504	129.432.123.3	8888
1	7	206	129.432.123.3	80
1	8	393	129.432.123.3	8080
1	9	643	129.432.123.3	8000
1	10	902	129.432.123.3	7000
1	11	553	129.432.123.3	9000
1	12	248	129.432.123.3	8888
2	1	313	129.987.123.422	80
2	2	894	129.987.123.422	8080
2	3	778	129.987.123.422	8000
2	4	167	129.987.123.422	7000
2	5	953	129.987.123.422	9000
2	6	465	129.987.123.422	8888
2	7	360	129.987.123.422	80
2	8	316	129.987.123.422	8080
2	9	812	129.987.123.422	8000
2	10	682	129.987.123.422	7000
2	11	878	129.987.123.422	9000
2	12	843	129.987.123.422	8888
3	1	161	987.654.432.123	80
3	2	980	987.654.432.123	8080
3	3	734	987.654.432.123	8000
3	4	513	987.654.432.123	7000
3	5	230	987.654.432.123	9000
3	6	845	987.654.432.123	8888
3	7	950	987.654.432.123	80
3	8	250	987.654.432.123	8080
3	9	922	987.654.432.123	8000
3	10	959	987.654.432.123	7000
3	11	272	987.654.432.123	9000
3	12	445	987.654.432.123	8888
4	1	709	456.423.0.124	80
4	2	35	456.423.0.124	8080
4	3	899	456.423.0.124	8000
4	4	196	456.423.0.124	7000
4	5	587	456.423.0.124	9000
4	6	83	456.423.0.124	8888
4	7	664	456.423.0.124	80
4	8	258	456.423.0.124	8080
4	9	200	456.423.0.124	8000
4	10	687	456.423.0.124	7000
4	11	907	456.423.0.124	9000
4	12	444	456.423.0.124	8888
5	1	365	126.674.234.543	80
5	2	979	126.674.234.543	8080
5	3	823	126.674.234.543	8000
5	4	743	126.674.234.543	7000
5	5	862	126.674.234.543	9000
5	6	159	126.674.234.543	8888
5	7	73	126.674.234.543	80
5	8	533	126.674.234.543	8080
5	9	560	126.674.234.543	8000
5	10	280	126.674.234.543	7000
5	11	684	126.674.234.543	9000
5	12	277	126.674.234.543	8888
6	1	244	129.432.123.3	80
6	2	123	129.432.123.3	8080
6	3	979	129.432.123.3	8000
6	4	386	129.432.123.3	7000
6	5	523	129.432.123.3	9000
6	6	730	129.432.123.3	8888
6	7	992	129.432.123.3	80
