day	hour	value	ip	port
1	1	504	129.432.123.3	80
1	2	903	129.432.123.3	8080
1	3	750	129.432.123.3	8000
1	4	737	129.432.123.3	7000
1	5	963	129.432.123.3	9000
1	6	136	129.432.123.3	8888
1	7	341	129.432.123.3	80
1	8	881	129.432.123.3	8080
1	9	526	129.432.123.3	8000
1	10	435	129.432.123.3	7000
1	11	800	129.432.123.3	9000
1	12	233	129.432.123.3	8888
2	1	186	129.987.123.422	80
2	2	831	129.987.123.422	8080
2	3	377	129.987.123.422	8000
2	4	285	129.987.123.422	7000
2	5	209	129.987.123.422	9000
2	6	376	129.987.123.422	8888
2	7	668	129.987.123.422	80
2	8	189	129.987.123.422	8080
2	9	741	129.987.123.422	8000
2	10	687	129.987.123.422	7000
2	11	844	129.987.123.422	9000
2	12	863	129.987.123.422	8888
3	1	85	987.654.432.123	80
3	2	25	987.654.432.123	8080
3	3	280	987.654.432.123	8000
3	4	486	987.654.432.123	7000
3	5	365	987.654.432.123	9000
3	6	845	987.654.432.123	8888
3	7	128	987.654.432.123	80
3	8	525	987.654.432.123	8080
3	9	967	987.654.432.123	8000
3	10	273	987.654.432.123	7000
3	11	464	987.654.432.123	9000
3	12	756	987.654.432.123	8888
4	1	791	456.423.0.124	80
4	2	937	456.423.0.124	8080
4	3	621	456.423.0.124	8000
4	4	618	456.423.0.124	7000
4	5	577	456.423.0.124	9000
4	6	981	456.423.0.124	8888
4	7	448	456.423.0.124	80
4	8	382	456.423.0.124	8080
4	9	766	456.423.0.124	8000
4	10	852	456.423.0.124	7000
4	11	682	456.423.0.124	9000
4	12	47	456.423.0.124	8888
5	1	215	126.674.234.543	80
5	2	345	126.674.234.543	8080
5	3	953	126.674.234.543	8000
5	4	609	126.674.234.543	7000
5	5	942	126.674.234.543	9000
5	6	666	126.674.234.543	8888
5	7	708	126.674.234.543	80
5	8	828	126.674.234.543	8080
5	9	811	126.674.234.543	8000
5	10	703	126.674.234.543	7000
5	11	870	126.674.234.543	9000
5	12	942	126.674.234.543	8888
6	1	883	129.432.123.3	80
6	2	83	129.432.123.3	8080
6	3	96	129.432.123.3	8000
6	4	241	129.432.123.3	7000
6	5	762	129.432.123.3	9000
6	6	754	129.432.123.3	8888
6	7	904	129.432.123.3	80
6	8	462	129.432.123.3	8080
6	9	928	129.432.123.3	8000
6	10	125	129.432.123.3	7000
6	11	341	129.432.123.3	9000
6	12	826	129.432.123.3	8888
7	1	741	129.987.123.422	80
7	2	990	129.987.123.422	8080
7	3	7	129.987.123.422	8000
7	4	207	129.987.123.422	7000
7	5	275	129.987.123.422	9000
7	6	343	129.987.123.422	8888
7	7	113	129.987.123.422	80
7	8	543	129.987.123.422	8080
7	9	36	129.987.123.422	8000
7	10	822	129.987.123.422	7000
7	11	465	129.987.123.422	9000
7	12	443	129.987.123.422	8888
8	1	579	987.654.432.123	80
8	2	680	987.654.432.123	8080
8	3	885	987.654.432.123	8000
8	4	484	987.654.432.123	7000
8	5	786	987.654.432.123	9000
8	6	50	987.654.432.123	8888
8	7	837	987.654.432.123	80
8	8	411	987.654.432.123	8080
8	9	240	987.654.432.123	8000
8	10	397	987.654.432.123	7000
8	11	313	987.654.432.123	9000
8	12	56	987.654.432.123	8888
9	1	850	456.423.0.124	80
9	2	250	456.423.0.124	8080
9	3	222	456.423.0.124	8000
9	4	55	456.423.0.124	7000
9	5	670	456.423.0.124	9000
9	6	150	456.423.0.124	8888
9	7	647	456.423.0.124	80
9	8	328	456.423.0.124	8080
9	9	877	456.423.0.124	8000
9	10	554	456.423.0.124	7000
9	11	859	456.423.0.124	9000
9	12	56	456.423.0.124	8888
10	1	499	126.674.234.543	80
10	2	521	126.674.234.543	8080
10	3	336	126.674.234.543	8000
10	4	999	126.674.234.543	7000
10	5	99	126.674.234.543	9000
10	6	537	126.674.234.543	8888
10	7	622	126.674.234.543	80
10	8	977	126.674.234.543	8080
10	9	721	126.674.234.543	8000
10	10	838	126.674.234.543	7000
10	11	168	126.674.234.543	9000
10	12	756	126.674.234.543	8888
11	1	7	129.432.123.3	80
11	2	61	129.432.123.3	8080
11	3	712	129.432.123.3	8000
11	4	100	129.432.123.3	7000
11	5	994	129.432.123.3	9000
11	6	266	129.432.123.3	8888
11	7	543	129.432.123.3	80
11	8	751	129.432.123.3	8080
11	9	716	129.432.123.3	8000
11	10	793	129.432.123.3	7000
11	11	24	129.432.123.3	9000
11	12	142	129.432.123.3	8888
12	1	925	129.987.123.422	80
12	2	926	129.987.123.422	8080
12	3	922	129.987.123.422	8000
12	4	67	129.987.123.422	7000
